OBJECTID,SRA (at original adoption/recommendation),SRA (SRA22_2),FHSZ,FHSZ_Description,FHSZ_7Class,Shape__Area,Shape__Length
3183,,SRA,1,Moderate,SRA Moderate,30696.3295490742,884.032047197884
3184,,SRA,1,Moderate,SRA Moderate,141446.001773834,2014.67660563918
3185,,SRA,1,Moderate,SRA Moderate,4239.87000274658,561.817660867772
3186,,SRA,1,Moderate,SRA Moderate,293.831344604492,83.0755272443905
3187,,SRA,1,Moderate,SRA Moderate,952.420104980469,208.59011805726
3188,,SRA,1,Moderate,SRA Moderate,1208.07300186157,160.303610460388
3189,,SRA,1,Moderate,SRA Moderate,269.037982940674,89.5492004907337
3190,,SRA,1,Moderate,SRA Moderate,688.451999664307,105.898614945341
3191,,SRA,1,Moderate,SRA Moderate,9028591.09484482,32107.6934274551
3192,,SRA,1,Moderate,SRA Moderate,3.37660598754883,26.1851269429708
3193,,SRA,1,Moderate,SRA Moderate,199670.958229065,3170.94256602869
3194,,SRA,1,Moderate,SRA Moderate,201600,2400
3195,,SRA,1,Moderate,SRA Moderate,45268.2562408447,1219.93851189397
3196,,SRA,1,Moderate,SRA Moderate,3968100,25920
3197,,SRA,1,Moderate,SRA Moderate,247626.891464233,2552.3427186869
3198,,SRA,1,Moderate,SRA Moderate,7482.71141052246,470.910333504469
3199,,SRA,1,Moderate,SRA Moderate,171599.551596642,3004.4885764539
3200,,SRA,1,Moderate,SRA Moderate,123849.287996292,1663.654826155
3201,,SRA,1,Moderate,SRA Moderate,2858160.34741783,22674.1729406012
3202,,SRA,1,Moderate,SRA Moderate,1288800,8580
3203,,SRA,1,Moderate,SRA Moderate,1799100,9780
3204,,SRA,1,Moderate,SRA Moderate,142200,2760
3205,,SRA,1,Moderate,SRA Moderate,1308379.51251984,13482.3843632977
3206,,SRA,1,Moderate,SRA Moderate,3961.4028968811,375.267760502485
3207,,SRA,1,Moderate,SRA Moderate,258.082336425781,77.8710176021298
3208,,SRA,1,Moderate,SRA Moderate,25661.269695282,1777.39566373752
3209,,SRA,1,Moderate,SRA Moderate,218.112934112549,75.8230889381529
3210,,SRA,1,Moderate,SRA Moderate,117.342700958252,52.6858522320977
3211,,SRA,1,Moderate,SRA Moderate,230.569725036621,72.6758265301146
3212,,SRA,1,Moderate,SRA Moderate,44.9497528076172,39.2682637029454
3213,,SRA,1,Moderate,SRA Moderate,76.1768074035645,49.8722444434936
3214,,SRA,1,Moderate,SRA Moderate,20026.556640625,789.886877361731
3215,,SRA,1,Moderate,SRA Moderate,477.226959228516,111.191204789636
3216,,SRA,1,Moderate,SRA Moderate,4.88964462280273,13.8478044081002
3217,,SRA,1,Moderate,SRA Moderate,0.859016418457031,5.47026540675671
3218,,SRA,1,Moderate,SRA Moderate,497.359497070313,93.2060580968301
3219,,SRA,1,Moderate,SRA Moderate,338262.497745514,4578.06409654559
3220,,SRA,1,Moderate,SRA Moderate,25.3163032531738,27.7553000941516
3221,,SRA,1,Moderate,SRA Moderate,73.176441192627,42.8674394774175
3222,,SRA,1,Moderate,SRA Moderate,17120.24949646,1225.75901791604
3223,,SRA,1,Moderate,SRA Moderate,1607.73239898682,191.23421896359
3224,,SRA,1,Moderate,SRA Moderate,2668.55741882324,265.385381783709
3225,,SRA,1,Moderate,SRA Moderate,47.6129875183105,34.209351786836
3226,,SRA,1,Moderate,SRA Moderate,1186200,11940
3227,,SRA,1,Moderate,SRA Moderate,7093361.66669846,30119.1227943092
3228,,SRA,1,Moderate,SRA Moderate,5102.59883880615,472.532963090664
3229,,SRA,1,Moderate,SRA Moderate,12193.3217506409,738.435576190667
3230,,SRA,1,Moderate,SRA Moderate,148110.65076828,4419.32795500532
3231,,SRA,1,Moderate,SRA Moderate,1445.16409683228,214.784728555609
3232,,SRA,1,Moderate,SRA Moderate,958500,6840
3233,,SRA,1,Moderate,SRA Moderate,96.2863121032715,93.0560480387473
3234,,SRA,1,Moderate,SRA Moderate,951235.927707672,12791.2556925276
3235,,SRA,1,Moderate,SRA Moderate,28.6156063079834,27.2637793258347
3236,,SRA,1,Moderate,SRA Moderate,2389.84426879883,348.703506058039
3237,,SRA,1,Moderate,SRA Moderate,4416511.35779572,20197.045067654
3238,,SRA,1,Moderate,SRA Moderate,1782900,11580
3239,,SRA,1,Moderate,SRA Moderate,7111.52638626099,553.0557633109
3240,,SRA,1,Moderate,SRA Moderate,3262.79463577271,243.411969748645
3241,,SRA,1,Moderate,SRA Moderate,220503.261356354,5259.54759794027
3242,,SRA,1,Moderate,SRA Moderate,425.489198684692,85.5880832828178
3243,,SRA,1,Moderate,SRA Moderate,92014.0354671478,2379.09865779758
3244,,SRA,1,Moderate,SRA Moderate,21213.7459812164,859.564598725414
3245,,SRA,1,Moderate,SRA Moderate,401400,6120
3246,,SRA,1,Moderate,SRA Moderate,566009.411998749,4646.9804074001
3247,,SRA,1,Moderate,SRA Moderate,944499.508520126,7920.95303381845
3248,,SRA,1,Moderate,SRA Moderate,459900,4980
3249,,SRA,1,Moderate,SRA Moderate,11121132.4554806,37279.5964907354
3250,,SRA,1,Moderate,SRA Moderate,180900,2580
3251,,SRA,1,Moderate,SRA Moderate,1027.46700048447,242.83449603482
3252,,SRA,1,Moderate,SRA Moderate,656388.659999371,7146.06744238768
3253,,SRA,1,Moderate,SRA Moderate,232052.804822922,3467.50629017144
3254,,SRA,1,Moderate,SRA Moderate,471662.539662838,3492.27247434093
3255,,SRA,1,Moderate,SRA Moderate,91800,1620
3256,,SRA,1,Moderate,SRA Moderate,144763.045732975,2932.66401003096
3257,,SRA,1,Moderate,SRA Moderate,175137.925499916,3570.45757216007
3258,,SRA,1,Moderate,SRA Moderate,245978.734874725,3106.76231063828
3259,,SRA,1,Moderate,SRA Moderate,27696875.07481,76222.9933379864
3260,,SRA,1,Moderate,SRA Moderate,5884564.55702162,19889.1762585671
3261,,SRA,1,Moderate,SRA Moderate,238241.159999847,3055.64129125086
3262,,SRA,1,Moderate,SRA Moderate,184.308510780334,67.3313767303226
3263,,SRA,1,Moderate,SRA Moderate,13698.0884485245,962.785250868349
3264,,SRA,1,Moderate,SRA Moderate,3406500,15600
3265,,SRA,1,Moderate,SRA Moderate,110966.042635918,2180.51341264225
3266,,SRA,1,Moderate,SRA Moderate,64575.7484893799,1825.94140544042
3267,,SRA,1,Moderate,SRA Moderate,2614.66466808319,239.781462113065
3268,,SRA,1,Moderate,SRA Moderate,53891797.8873825,62179.3005538762
3269,,SRA,1,Moderate,SRA Moderate,164015.855964661,3093.33279005025
3270,,SRA,1,Moderate,SRA Moderate,323100,3600
3271,,SRA,1,Moderate,SRA Moderate,3814.39800071716,316.486593675664
3272,,SRA,1,Moderate,SRA Moderate,23388.2910423279,682.994843899219
3273,,SRA,1,Moderate,SRA Moderate,435729.001972198,4260.04614565895
3274,,SRA,1,Moderate,SRA Moderate,16950.4784998894,825.564693081895
3275,,SRA,1,Moderate,SRA Moderate,14001300,45180
3276,,SRA,1,Moderate,SRA Moderate,11961000,73140
3277,,SRA,1,Moderate,SRA Moderate,260564.957934856,4260.16960573764
3278,,SRA,1,Moderate,SRA Moderate,139500,1860
3279,,SRA,1,Moderate,SRA Moderate,256339.467035294,2883.31831197405
3280,,SRA,1,Moderate,SRA Moderate,11716.446372509,610.799795346668
3281,,SRA,1,Moderate,SRA Moderate,18206100,62160
3282,,SRA,1,Moderate,SRA Moderate,1020600,10080
3283,,SRA,1,Moderate,SRA Moderate,363600,3300
3284,,SRA,1,Moderate,SRA Moderate,1329240.69615173,7577.99328211225
3285,,SRA,1,Moderate,SRA Moderate,162589.250893116,2198.85066622362
3286,,SRA,1,Moderate,SRA Moderate,948218407.53717,1102318.97559379
3287,,SRA,1,Moderate,SRA Moderate,410.703921794891,104.277066438691
3288,,SRA,1,Moderate,SRA Moderate,325800,4260
3289,,SRA,1,Moderate,SRA Moderate,2691000,24060
3290,,SRA,1,Moderate,SRA Moderate,219600,2580
3291,,SRA,1,Moderate,SRA Moderate,2024100,10020
3292,,SRA,1,Moderate,SRA Moderate,109800,1500
3293,,SRA,1,Moderate,SRA Moderate,2171457.43338776,8701.82715583993
3294,,SRA,1,Moderate,SRA Moderate,367.7980260849,93.4116603713945
3295,,SRA,1,Moderate,SRA Moderate,1627200,12720
3296,,SRA,1,Moderate,SRA Moderate,250229.141384125,2902.71216032169
3297,,SRA,1,Moderate,SRA Moderate,0.0833587646484375,4.58711004751849
3298,,SRA,1,Moderate,SRA Moderate,77685.1504700184,2066.00799941163
3299,,SRA,1,Moderate,SRA Moderate,649682.682575226,4463.23357997937
3300,,SRA,1,Moderate,SRA Moderate,2731683.38793612,12760.3285855199
3301,,SRA,1,Moderate,SRA Moderate,81000,1620
3302,,SRA,1,Moderate,SRA Moderate,5761.87813568115,484.434355615766
3303,,SRA,1,Moderate,SRA Moderate,774.61109161377,123.765928987229
3304,,SRA,1,Moderate,SRA Moderate,16791.1829998493,819.941853960218
3305,,SRA,1,Moderate,SRA Moderate,3.12031555175781,12.0721079479626
3306,,SRA,1,Moderate,SRA Moderate,385.879718780518,92.1613877276019
3307,,SRA,1,Moderate,SRA Moderate,694.98690032959,131.913098974733
3308,,SRA,1,Moderate,SRA Moderate,1112400,8700
3309,,SRA,1,Moderate,SRA Moderate,26133.8145904541,1511.16122093338
3310,,SRA,1,Moderate,SRA Moderate,2721.52350234985,265.215682478193
3311,,SRA,1,Moderate,SRA Moderate,259.632194519043,101.503102094147
3312,,SRA,1,Moderate,SRA Moderate,1760.17542099953,207.281308675172
3313,,SRA,1,Moderate,SRA Moderate,4990.36650848389,333.937770089606
3314,,SRA,1,Moderate,SRA Moderate,572.062666416168,115.73721363078
3315,,SRA,1,Moderate,SRA Moderate,0.676517486572266,13.5429860689309
3316,,SRA,1,Moderate,SRA Moderate,218.884461164474,73.3217636410565
3317,,SRA,1,Moderate,SRA Moderate,94313.6461181641,2102.47735516461
3318,,SRA,1,Moderate,SRA Moderate,25110937.4712372,83027.495045871
3319,,SRA,1,Moderate,SRA Moderate,372600,5460
3320,,SRA,1,Moderate,SRA Moderate,116481.921886444,1793.20199296589
3321,,SRA,1,Moderate,SRA Moderate,86278.4415028095,3030.6269515766
3322,,SRA,1,Moderate,SRA Moderate,1351800,13560
3323,,SRA,1,Moderate,SRA Moderate,261000,4980
3324,,SRA,1,Moderate,SRA Moderate,187851.48549819,3776.55693078663
3325,,SRA,1,Moderate,SRA Moderate,91800,2640
3326,,SRA,1,Moderate,SRA Moderate,1263600,10800
3327,,SRA,1,Moderate,SRA Moderate,219600,3540
3328,,SRA,1,Moderate,SRA Moderate,72174.163220644,2940.1808916594
3329,,SRA,1,Moderate,SRA Moderate,1195200,9960
3330,,SRA,1,Moderate,SRA Moderate,172800,2460
3331,,SRA,1,Moderate,SRA Moderate,188100,3240
3332,,SRA,1,Moderate,SRA Moderate,1494000,11040
3333,,SRA,1,Moderate,SRA Moderate,39668.0091362,1735.72444410287
3334,,SRA,1,Moderate,SRA Moderate,4203900,17460
3335,,SRA,1,Moderate,SRA Moderate,611802.79070282,6074.79903220483
3336,,SRA,1,Moderate,SRA Moderate,97753.0268516541,1442.5133506609
3337,,SRA,1,Moderate,SRA Moderate,72641.4696788788,2447.7986976016
3338,,SRA,1,Moderate,SRA Moderate,3501900,13800
3339,,SRA,1,Moderate,SRA Moderate,204026.296248913,2614.40726675516
3340,,SRA,1,Moderate,SRA Moderate,1786.36189651489,231.403466554649
3341,,SRA,1,Moderate,SRA Moderate,2422.98442459106,346.105147876286
3342,,SRA,1,Moderate,SRA Moderate,5519.5499997139,381.138999371145
3343,,SRA,1,Moderate,SRA Moderate,156.89465713501,58.2627370880543
3344,,SRA,1,Moderate,SRA Moderate,546.677997589111,96.4541485959878
3345,,SRA,1,Moderate,SRA Moderate,280130.604608536,4627.02247521992
3346,,SRA,1,Moderate,SRA Moderate,1807200,10380
3347,,SRA,1,Moderate,SRA Moderate,503636.084777832,3472.31858432596
3348,,SRA,1,Moderate,SRA Moderate,1445.36680793762,233.980699318779
3349,,SRA,1,Moderate,SRA Moderate,90900,1740
3350,,SRA,1,Moderate,SRA Moderate,5524200,30240
3351,,SRA,1,Moderate,SRA Moderate,1277962.20299911,6766.99693303285
3352,,SRA,1,Moderate,SRA Moderate,40803529.4964409,75715.0465571733
3353,,SRA,1,Moderate,SRA Moderate,254710.188814163,3928.39257463289
3354,,SRA,1,Moderate,SRA Moderate,945000,6300
3355,,SRA,1,Moderate,SRA Moderate,221954.428405762,2969.24286645999
3356,,SRA,1,Moderate,SRA Moderate,14215.1933631897,763.469891616901
3357,,SRA,1,Moderate,SRA Moderate,34350442.5629158,30897.6522859669
3358,,SRA,1,Moderate,SRA Moderate,983106.534957886,9642.30483519576
3359,,SRA,1,Moderate,SRA Moderate,2049300,11220
3360,,SRA,1,Moderate,SRA Moderate,1827900,16320
3361,,SRA,1,Moderate,SRA Moderate,242100,3660
3362,,SRA,1,Moderate,SRA Moderate,5645645.72484589,24569.9601115312
3363,,SRA,1,Moderate,SRA Moderate,2041200,7920
3364,,SRA,1,Moderate,SRA Moderate,168670.879631042,2155.94169525506
3365,,SRA,1,Moderate,SRA Moderate,244800,3600
3366,,SRA,1,Moderate,SRA Moderate,40648.0409545898,952.553703246746
3367,,SRA,1,Moderate,SRA Moderate,638071.405986786,7845.41463909107
3368,,SRA,1,Moderate,SRA Moderate,262800,3120
3369,,SRA,1,Moderate,SRA Moderate,57249.749797821,1646.13807370117
3370,,SRA,1,Moderate,SRA Moderate,224002.347038269,2595.88276785505
3371,,SRA,1,Moderate,SRA Moderate,145131.503997803,2821.99142689749
3372,,SRA,1,Moderate,SRA Moderate,75056.9082717896,1837.5210173694
3373,,SRA,1,Moderate,SRA Moderate,454760.608070374,5227.51948837158
3374,,SRA,1,Moderate,SRA Moderate,134.896743774414,59.3471554184886
3375,,SRA,1,Moderate,SRA Moderate,302400,4500
3376,,SRA,1,Moderate,SRA Moderate,400149.809265137,2950.89472322834
3377,,SRA,1,Moderate,SRA Moderate,539100,6180
3378,,SRA,1,Moderate,SRA Moderate,1512351.29102325,8441.93059796813
3379,,SRA,1,Moderate,SRA Moderate,100800,1920
3380,,SRA,1,Moderate,SRA Moderate,366300,2640
3381,,SRA,1,Moderate,SRA Moderate,372003.474391937,2943.64334075931
3382,,SRA,1,Moderate,SRA Moderate,176400,3720
3383,,SRA,1,Moderate,SRA Moderate,1387800,6540
3384,,SRA,1,Moderate,SRA Moderate,1235693.67285538,11039.392374244
3385,,SRA,1,Moderate,SRA Moderate,127.303714752197,78.3272737595924
3386,,SRA,1,Moderate,SRA Moderate,15402.2303504944,838.443442995163
3387,,SRA,1,Moderate,SRA Moderate,5114700,23700
3388,,SRA,1,Moderate,SRA Moderate,28001459.3161697,65708.2204804714
3389,,SRA,1,Moderate,SRA Moderate,526768.672416687,3102.08737565171
3390,,SRA,1,Moderate,SRA Moderate,105300,1740
3391,,SRA,1,Moderate,SRA Moderate,1184602.19911957,8280.80294790111
3392,,SRA,1,Moderate,SRA Moderate,1085400,5760
3393,,SRA,1,Moderate,SRA Moderate,38880.8618927002,999.585194946349
3394,,SRA,1,Moderate,SRA Moderate,7713543.10708618,30090.3635381145
3395,,SRA,1,Moderate,SRA Moderate,1729800,14700
3396,,SRA,1,Moderate,SRA Moderate,14527.5496292114,710.253625160075
3397,,SRA,1,Moderate,SRA Moderate,216.972038269043,70.3973227560681
3398,,SRA,1,Moderate,SRA Moderate,1632454.89360046,14135.7998941551
3399,,SRA,1,Moderate,SRA Moderate,115534.301208496,3088.75233046955
3400,,SRA,1,Moderate,SRA Moderate,1045.85357666016,159.901959349552
3401,,SRA,1,Moderate,SRA Moderate,2421000,14940
3402,,SRA,1,Moderate,SRA Moderate,5769573.43725922,18283.9394755362
3403,,SRA,1,Moderate,SRA Moderate,1986747.79557037,10429.6968714856
3404,,SRA,1,Moderate,SRA Moderate,436710.940220356,4314.55120303662
3405,,SRA,1,Moderate,SRA Moderate,4316400,14880
3406,,SRA,1,Moderate,SRA Moderate,46918.0744934082,1013.88056987528
3407,,SRA,1,Moderate,SRA Moderate,2313000,19980
3408,,SRA,1,Moderate,SRA Moderate,2143800,10740
3409,,SRA,1,Moderate,SRA Moderate,309600,3600
3410,,SRA,1,Moderate,SRA Moderate,1180800,6720
