OBJECTID,SRA (at original adoption/recommendation),SRA (SRA22_2),FHSZ,FHSZ_Description,FHSZ_7Class,Shape__Area,Shape__Length
8564,,SRA,2,High,SRA High,10468.3499984741,532.634881639319
8565,,SRA,2,High,SRA High,2616087.4318645,6475.14162826363
8566,,SRA,2,High,SRA High,2648364.00302982,6510.08084005704
8567,,SRA,2,High,SRA High,650069.570131302,4045.32608204547
8568,,SRA,2,High,SRA High,5899.48057174683,391.770330273737
8569,,SRA,2,High,SRA High,559884.715381622,7799.49260746872
8570,,SRA,2,High,SRA High,628.485000610352,101.953853601663
8571,,SRA,2,High,SRA High,17902.3319969177,727.176702648992
8572,,SRA,2,High,SRA High,2906248.92150097,13158.8398400079
8573,,SRA,2,High,SRA High,255710.906997681,3997.38724606381
8574,,SRA,2,High,SRA High,10244.0441360474,518.091605526704
8575,,SRA,2,High,SRA High,161542.991701126,1607.7162485696
8576,,SRA,2,High,SRA High,241.12580871582,77.5300921137226
8577,,SRA,2,High,SRA High,3355066.94560957,9579.61143146969
8578,,SRA,2,High,SRA High,131936.414141655,1460.52628425172
8579,,SRA,2,High,SRA High,509.612995147705,94.0264285539407
8580,,SRA,2,High,SRA High,27528.5695724487,1112.49799373145
8581,,SRA,2,High,SRA High,50611.8921546936,1429.81650457449
8582,,SRA,2,High,SRA High,647.450996398926,141.685927403095
8583,,SRA,2,High,SRA High,322817.597649574,2413.96484716723
8584,,SRA,2,High,SRA High,284272.086092949,2256.8860744646
8585,,SRA,2,High,SRA High,989080.326078415,10510.0430502112
8586,,SRA,2,High,SRA High,39230.1398868561,1814.11588967725
8587,,SRA,2,High,SRA High,4678683.66627598,14275.597024559
8588,,SRA,2,High,SRA High,18.09885597229,21.1755841288298
8589,,SRA,2,High,SRA High,6149.9255065918,348.449163499455
8590,,SRA,2,High,SRA High,2525.55982398987,481.345202475398
8591,,SRA,2,High,SRA High,3088686.03771603,12111.3972384519
8592,,SRA,2,High,SRA High,161813.678479195,1609.69494496132
8593,,SRA,2,High,SRA High,9379759.49256611,43746.3493963076
8594,,SRA,2,High,SRA High,29664.0533905029,1004.88106954982
8595,,SRA,2,High,SRA High,650725.879418373,5155.21253817366
8596,,SRA,2,High,SRA High,123.294609069824,54.2191868923091
8597,,SRA,2,High,SRA High,650510.727760315,3236.85339050776
8598,,SRA,2,High,SRA High,2806438.41535091,7278.71779718844
8599,,SRA,2,High,SRA High,162422.297266245,1612.38245106466
8600,,SRA,2,High,SRA High,161778.230680466,1609.52355162598
8601,,SRA,2,High,SRA High,32492.0819206238,1663.88361228347
8602,,SRA,2,High,SRA High,647599.955084801,4023.87553075294
8603,,SRA,2,High,SRA High,3429502.98954773,14898.0921542979
8604,,SRA,2,High,SRA High,685509.259574652,4117.13379957871
8605,,SRA,2,High,SRA High,2659600.11308193,6523.39987079614
8606,,SRA,2,High,SRA High,155627.35268116,2960.62304185191
8607,,SRA,2,High,SRA High,849492.309276581,10917.8954948873
8608,,SRA,2,High,SRA High,2370607.08984947,8379.57829505594
8609,,SRA,2,High,SRA High,1007382.8872242,10683.5612110569
8610,,SRA,2,High,SRA High,416.059947967529,99.0741605621422
8611,,SRA,2,High,SRA High,551573.222099304,8895.52228753766
8612,,SRA,2,High,SRA High,28.7884159088135,26.1687781789834
8613,,SRA,2,High,SRA High,109.306800842285,50.9935453841402
8614,,SRA,2,High,SRA High,3087.99803161621,287.538827408614
8615,,SRA,2,High,SRA High,1650875.16010068,5272.35202955273
8616,,SRA,2,High,SRA High,2643124.00322151,6503.18793627868
8617,,SRA,2,High,SRA High,2623379.0515995,6478.48173435763
8618,,SRA,2,High,SRA High,8109199.49531078,29831.6902903833
8619,,SRA,2,High,SRA High,162980.982484818,1614.90014146058
8620,,SRA,2,High,SRA High,120249.201356888,1725.73123889868
8621,,SRA,2,High,SRA High,45.7068290710449,34.3477708638945
8622,,SRA,2,High,SRA High,217.192323684692,87.3335762481119
8623,,SRA,2,High,SRA High,328072.47905159,2434.40941917867
8624,,SRA,2,High,SRA High,161825.394411564,1610.47995524386
8625,,SRA,2,High,SRA High,47.6902446746826,38.4156959179983
8626,,SRA,2,High,SRA High,161723.209279537,1608.90287052164
8627,,SRA,2,High,SRA High,94.5654983520508,60.7271190425412
8628,,SRA,2,High,SRA High,977622.006309509,5664.51076739888
8629,,SRA,2,High,SRA High,28058.3683071136,1121.02207162941
8630,,SRA,2,High,SRA High,161888.80310154,1609.49964977027
8631,,SRA,2,High,SRA High,1062000,7860
8632,,SRA,2,High,SRA High,1950505.53321552,8678.95117696199
8633,,SRA,2,High,SRA High,4610290.70170689,13802.4433200696
8634,,SRA,2,High,SRA High,314509.278625488,2877.37279123936
8635,,SRA,2,High,SRA High,194780.701377869,2880.93700487438
8636,,SRA,2,High,SRA High,161747.875206947,1608.7304037213
8637,,SRA,2,High,SRA High,5807593.97756958,31344.8670266696
8638,,SRA,2,High,SRA High,161903.918388367,1609.5008560761
8639,,SRA,2,High,SRA High,161903.921943665,1609.51194046238
8640,,SRA,2,High,SRA High,672909.976665497,3277.44887516491
8641,,SRA,2,High,SRA High,329448.335240841,2439.42636996847
8642,,SRA,2,High,SRA High,411847.890102386,4485.14904685483
8643,,SRA,2,High,SRA High,161025.28769207,1681.88279251914
8644,,SRA,2,High,SRA High,173614.203948021,1667.76548801938
8645,,SRA,2,High,SRA High,1189.88700866699,159.741231166131
8646,,SRA,2,High,SRA High,63154.9115123749,2102.08575426494
8647,,SRA,2,High,SRA High,710.442583084106,106.936935542458
8648,,SRA,2,High,SRA High,616.487999916077,140.80531724654
8649,,SRA,2,High,SRA High,652842.124300003,7698.52182298057
8650,,SRA,2,High,SRA High,163005.683706999,1615.2821684062
8651,,SRA,2,High,SRA High,1283942.20994329,4802.59723411719
8652,,SRA,2,High,SRA High,1088100,10500
8653,,SRA,2,High,SRA High,714042.594261169,5518.35472701025
8654,,SRA,2,High,SRA High,1.54207515716553,24.5129657866378
8655,,SRA,2,High,SRA High,523528064.56665,1044636.68409508
8656,,SRA,2,High,SRA High,480600,5760
8657,,SRA,2,High,SRA High,1872900,12180
8658,,SRA,2,High,SRA High,11266.8055715561,590.829722854474
8659,,SRA,2,High,SRA High,477173.334602356,3941.31753400176
8660,,SRA,2,High,SRA High,624351.378898621,7997.48684678794
8661,,SRA,2,High,SRA High,1550700,13740
8662,,SRA,2,High,SRA High,1107924.99871063,8088.31785338533
8663,,SRA,2,High,SRA High,9813136.98454094,42067.8803524856
8664,,SRA,2,High,SRA High,477085.431105614,5327.58648898405
8665,,SRA,2,High,SRA High,332367.04848671,3436.05550920747
8666,,SRA,2,High,SRA High,1132.14009284973,181.617939738519
8667,,SRA,2,High,SRA High,41.0834999084473,62.742376047
8668,,SRA,2,High,SRA High,1949.18400001526,548.76361455561
8669,,SRA,2,High,SRA High,1940659.51001453,7983.43362272633
8670,,SRA,2,High,SRA High,2605173.20287037,6456.52313520121
8671,,SRA,2,High,SRA High,11083.1828689575,566.917062330146
8672,,SRA,2,High,SRA High,165756.06956768,1657.13943168168
8673,,SRA,2,High,SRA High,32828.9444999695,957.604371268061
8674,,SRA,2,High,SRA High,2555684.43188477,6719.36713171842
8675,,SRA,2,High,SRA High,826255.755893707,4896.06731030598
8676,,SRA,2,High,SRA High,8360888.96363258,45170.3620440179
8677,,SRA,2,High,SRA High,152944.617874146,1655.57908787633
8678,,SRA,2,High,SRA High,2979.34457778931,327.852722467515
8679,,SRA,2,High,SRA High,3753195.54639149,9362.90235277489
8680,,SRA,2,High,SRA High,1458418.22870064,24379.4461207581
8681,,SRA,2,High,SRA High,112629.260760307,1534.09391723734
8682,,SRA,2,High,SRA High,55347.259552002,1503.0798017569
8683,,SRA,2,High,SRA High,324398.968396246,2414.75312589468
8684,,SRA,2,High,SRA High,879322.615486145,8908.38008091967
8685,,SRA,2,High,SRA High,71603.3669128418,1818.95915986609
8686,,SRA,2,High,SRA High,14057.9155426025,858.366748392385
8687,,SRA,2,High,SRA High,33391.5795793533,1188.36830005184
8688,,SRA,2,High,SRA High,10184.8460769653,619.04849170544
8689,,SRA,2,High,SRA High,50723.7806301117,1270.90267100241
8690,,SRA,2,High,SRA High,1625928.7339859,14613.3718906923
8691,,SRA,2,High,SRA High,98300.6584854126,2446.9721759122
8692,,SRA,2,High,SRA High,9620992.19252777,33477.8994440169
8693,,SRA,2,High,SRA High,17715.1104278564,744.783192484521
8694,,SRA,2,High,SRA High,2621716.29787636,11437.6116054849
8695,,SRA,2,High,SRA High,615.15990447998,149.426486222621
8696,,SRA,2,High,SRA High,707296.700426102,3364.21875387412
8697,,SRA,2,High,SRA High,8442141.78372097,18539.5787856152
8698,,SRA,2,High,SRA High,323804.482349396,2414.01880836721
8699,,SRA,2,High,SRA High,478.810501098633,92.7524861458707
8700,,SRA,2,High,SRA High,131631.451448917,1961.90993873782
8701,,SRA,2,High,SRA High,61278.8778800964,1268.4181386923
8702,,SRA,2,High,SRA High,512756.65675354,4288.45295226479
8703,,SRA,2,High,SRA High,77131.0274963379,1480.4032260952
8704,,SRA,2,High,SRA High,26563.2099189758,825.185231764209
8705,,SRA,2,High,SRA High,139500,2520
8706,,SRA,2,High,SRA High,80835.5924987793,1701.81231670603
8707,,SRA,2,High,SRA High,11.1076889038086,16.0969640859272
8708,,SRA,2,High,SRA High,1442426.55858612,11318.3554909159
8709,,SRA,2,High,SRA High,11472.6411538124,429.081326621924
8710,,SRA,2,High,SRA High,2175.72694587708,225.012860472794
8711,,SRA,2,High,SRA High,12279.8400001526,609.694614581575
8712,,SRA,2,High,SRA High,2507750.3007412,6349.03559056018
8713,,SRA,2,High,SRA High,2275646.9990654,8451.247293359
8714,,SRA,2,High,SRA High,326033.65383625,2409.72621484404
8715,,SRA,2,High,SRA High,1373597.47583398,6161.85025234257
8716,,SRA,2,High,SRA High,3753198.92436337,12163.0416789252
8717,,SRA,2,High,SRA High,161960.186652184,1610.05389962599
8718,,SRA,2,High,SRA High,52221.1320343018,1239.7777261932
8719,,SRA,2,High,SRA High,159329.711851835,1597.07051684094
8720,,SRA,2,High,SRA High,323665.545619726,2414.76050154167
8721,,SRA,2,High,SRA High,1851562.454216,11669.9898755176
8722,,SRA,2,High,SRA High,101487.645446777,2222.31655151147
8723,,SRA,2,High,SRA High,246276808.178467,603934.696265713
8724,,SRA,2,High,SRA High,170059.823610306,1649.8122117904
8725,,SRA,2,High,SRA High,104855.770054817,2474.57158608587
8726,,SRA,2,High,SRA High,162585.555165291,1613.57607308825
8727,,SRA,2,High,SRA High,34942.6007061005,2273.53568030431
8728,,SRA,2,High,SRA High,129496.32519722,2695.05449665921
8729,,SRA,2,High,SRA High,418401.234830856,3278.70946095844
8730,,SRA,2,High,SRA High,27386.1587276459,733.147682030032
8731,,SRA,2,High,SRA High,2605.16832710803,389.236704362214
8732,,SRA,2,High,SRA High,485697.591406465,3219.00297725711
8733,,SRA,2,High,SRA High,22263.2680162489,823.641093179644
8734,,SRA,2,High,SRA High,47515.6654081345,1396.30109504881
8735,,SRA,2,High,SRA High,36307.6838855743,1030.0935585822
8736,,SRA,2,High,SRA High,53.8678379058838,44.6633398401214
8737,,SRA,2,High,SRA High,18752.2439994812,763.821986437092
8738,,SRA,2,High,SRA High,1838396.0097668,6760.13783993265
8739,,SRA,2,High,SRA High,161905.977443218,1609.50520380793
8740,,SRA,2,High,SRA High,3534483.36014295,11201.0829668302
8741,,SRA,2,High,SRA High,1595700,14040
8742,,SRA,2,High,SRA High,161892.204766691,1609.47805033393
8743,,SRA,2,High,SRA High,2619514.05550694,6474.27592441788
8744,,SRA,2,High,SRA High,653944.867328882,4045.38504813451
8745,,SRA,2,High,SRA High,20642.4487304688,838.831170059638
8746,,SRA,2,High,SRA High,901268.247942209,4991.11266002385
8747,,SRA,2,High,SRA High,3010.20653343201,363.656526649405
8748,,SRA,2,High,SRA High,323776.779020548,2414.5051892645
8749,,SRA,2,High,SRA High,1974082.63638687,9572.0075120422
8750,,SRA,2,High,SRA High,135900,2400
8751,,SRA,2,High,SRA High,1327692.23959827,4889.92431929434
8752,,SRA,2,High,SRA High,130306.738644868,1450.9043865275
8753,,SRA,2,High,SRA High,19680.3302898407,1110.36120301759
8754,,SRA,2,High,SRA High,31539.0138568878,1039.9577597682
8755,,SRA,2,High,SRA High,183600,4440
8756,,SRA,2,High,SRA High,353763.563306808,7660.99090084643
8757,,SRA,2,High,SRA High,647813.450413704,4025.2218095015
8758,,SRA,2,High,SRA High,141481.777772903,1983.47308073956
8759,,SRA,2,High,SRA High,322468.428049102,2409.02686935576
8760,,SRA,2,High,SRA High,161889.101245165,1609.50759978774
8761,,SRA,2,High,SRA High,775261.682998657,7188.24094749641
8762,,SRA,2,High,SRA High,661823.922775269,7069.51717614312
8763,,SRA,2,High,SRA High,9240.24600028992,542.743138641073
8764,,SRA,2,High,SRA High,325381.105430365,2418.46860474536
8765,,SRA,2,High,SRA High,0.0462188720703125,2.53589814327359
8766,,SRA,2,High,SRA High,28137.4577693939,903.446132315847
8767,,SRA,2,High,SRA High,5883.05940055847,485.284494750582
8768,,SRA,2,High,SRA High,10157.5758876801,662.036889697598
8769,,SRA,2,High,SRA High,27616.0839366913,1508.54891291045
8770,,SRA,2,High,SRA High,1241046.10666656,4969.27096930077
8771,,SRA,2,High,SRA High,301740.140310287,3613.85950246307
8772,,SRA,2,High,SRA High,4573.89630794525,375.478659898438
8773,,SRA,2,High,SRA High,1098.21423912048,148.78435106139
8774,,SRA,2,High,SRA High,165991.938707352,1628.82313159554
8775,,SRA,2,High,SRA High,390451.524902344,4027.87298817186
8776,,SRA,2,High,SRA High,2812107.09510803,16125.2217301753
8777,,SRA,2,High,SRA High,649072.44463861,4031.44744890403
8778,,SRA,2,High,SRA High,299170.068947792,5060.39209215914
8779,,SRA,2,High,SRA High,305635.345925689,2324.14621973782
8780,,SRA,2,High,SRA High,115946.69865799,4102.44843203894
8781,,SRA,2,High,SRA High,137993.632223129,1937.41816949174
8782,,SRA,2,High,SRA High,534970.991157532,4415.42496771942
8783,,SRA,2,High,SRA High,5095.70121574402,451.596318005752
8784,,SRA,2,High,SRA High,145914.680498004,1530.1911566366
8785,,SRA,2,High,SRA High,651187.812587976,3227.87258316661
8786,,SRA,2,High,SRA High,22955.6370010376,962.35160386842
8787,,SRA,2,High,SRA High,166713.929079413,1630.68405003805
8788,,SRA,2,High,SRA High,121.264825820923,53.1951049184639
8789,,SRA,2,High,SRA High,178275.481090546,2081.86895885255
8790,,SRA,2,High,SRA High,15754.0883712769,782.870639848985
8791,,SRA,2,High,SRA High,225900,4920
8792,,SRA,2,High,SRA High,1638.97680091858,213.952290016375
8793,,SRA,2,High,SRA High,437856.623838425,4098.22664280391
8794,,SRA,2,High,SRA High,12.0269651412964,101.199370264363
8795,,SRA,2,High,SRA High,486578.625163436,3223.96477532625
8796,,SRA,2,High,SRA High,333677.996587992,2440.55026166352
8797,,SRA,2,High,SRA High,162567.688288689,1612.88179281665
8798,,SRA,2,High,SRA High,616535.300612446,6868.45546896014
8799,,SRA,2,High,SRA High,330948.307318687,5525.44420786591
8800,,SRA,2,High,SRA High,30940.5358543396,1015.07086060607
8801,,SRA,2,High,SRA High,161882.954119682,1609.57374813025
8802,,SRA,2,High,SRA High,161560.974220976,1607.96050412795
8803,,SRA,2,High,SRA High,427.108499526978,88.4839216632735
8804,,SRA,2,High,SRA High,2180.0745010376,268.446387029222
8805,,SRA,2,High,SRA High,967271.163189411,5614.57005744972
8806,,SRA,2,High,SRA High,19858.7739257813,833.222264509373
8807,,SRA,2,High,SRA High,84.3948364257813,53.5126663251879
8808,,SRA,2,High,SRA High,2804055.33188415,7332.85590307355
8809,,SRA,2,High,SRA High,328908.352581099,2445.15043295923
8810,,SRA,2,High,SRA High,41.6700000762939,121.390350708227
8811,,SRA,2,High,SRA High,2004.11400032043,303.404600743654
8812,,SRA,2,High,SRA High,603225.947637558,3200.9689431801
8813,,SRA,2,High,SRA High,2823858.90676117,11254.9131573243
8814,,SRA,2,High,SRA High,26513.3111000061,1036.85785396397
8815,,SRA,2,High,SRA High,161825.924475789,1609.5194607477
8816,,SRA,2,High,SRA High,147052.175021172,1536.01656916977
8817,,SRA,2,High,SRA High,6097.95738792419,467.771938230999
8818,,SRA,2,High,SRA High,317887.286571741,2385.31402368791
8819,,SRA,2,High,SRA High,4590900,21240
8820,,SRA,2,High,SRA High,100612.828754425,1508.95988684614
8821,,SRA,2,High,SRA High,16932.4385261536,646.408864963428
8822,,SRA,2,High,SRA High,155698.223052979,6586.758074843
8823,,SRA,2,High,SRA High,72.6864070892334,65.7959799981574
8824,,SRA,2,High,SRA High,222619.163082123,1981.58777037069
8825,,SRA,2,High,SRA High,1913462.37526321,10433.6405703948
8826,,SRA,2,High,SRA High,30938.2925567627,923.235234119639
8827,,SRA,2,High,SRA High,4486500,23100
8828,,SRA,2,High,SRA High,20006.5303592682,1048.26244558924
8829,,SRA,2,High,SRA High,9320.91242599487,518.212815082129
8830,,SRA,2,High,SRA High,775.564140319824,111.717829227971
8831,,SRA,2,High,SRA High,306720.156200886,2386.37783648272
8832,,SRA,2,High,SRA High,14148.1754989624,666.268483497342
8833,,SRA,2,High,SRA High,643297.594463348,3209.10880217467
8834,,SRA,2,High,SRA High,1972904.32897866,10522.0113683585
8835,,SRA,2,High,SRA High,501159.361679077,4121.81071723494
8836,,SRA,2,High,SRA High,2547750.70855904,6422.21513030717
8837,,SRA,2,High,SRA High,8998.47450065613,548.759436046053
8838,,SRA,2,High,SRA High,593419.880004883,6463.98788185429
8839,,SRA,2,High,SRA High,308347.854783535,2338.11395118387
8840,,SRA,2,High,SRA High,807163.594684601,6766.81038551301
8841,,SRA,2,High,SRA High,161905.170491219,1609.5327170201
8842,,SRA,2,High,SRA High,31209.5611457825,1322.46682534183
8843,,SRA,2,High,SRA High,41428.9127845764,1160.10220214439
8844,,SRA,2,High,SRA High,484958.562801838,3215.2523311962
8845,,SRA,2,High,SRA High,2516457.58423615,11117.5331421854
8846,,SRA,2,High,SRA High,129916.666202068,1876.98995186486
8847,,SRA,2,High,SRA High,718098.309093475,5004.04430244979
8848,,SRA,2,High,SRA High,543.316501617432,96.2287762486157
8849,,SRA,2,High,SRA High,639382.643859863,4992.95296045991
8850,,SRA,2,High,SRA High,16695.333984375,724.106144973223
8851,,SRA,2,High,SRA High,31265.8709850311,1010.34853707501
8852,,SRA,2,High,SRA High,853.911001205444,116.931000435011
8853,,SRA,2,High,SRA High,8018231.21556091,25448.4020049951
8854,,SRA,2,High,SRA High,6483.48892211914,541.771133538345
8855,,SRA,2,High,SRA High,264874.900003433,2366.59292975665
8856,,SRA,2,High,SRA High,161910.120779932,1609.54494272261
8857,,SRA,2,High,SRA High,1352762.4236908,15344.1871381309
8858,,SRA,2,High,SRA High,133726.589061737,2154.44379259396
8859,,SRA,2,High,SRA High,1123451.51708221,6711.10832084626
8860,,SRA,2,High,SRA High,4696.77599906921,571.831963145464
8861,,SRA,2,High,SRA High,341169.952495575,2928.79860619412
8862,,SRA,2,High,SRA High,74180.4469738007,1519.86048971695
8863,,SRA,2,High,SRA High,644433.685789168,4018.80342745273
8864,,SRA,2,High,SRA High,4265415.62947512,18316.251414965
8865,,SRA,2,High,SRA High,146696.148759842,3313.61021977986
8866,,SRA,2,High,SRA High,94203.1861724854,1427.56281084839
8867,,SRA,2,High,SRA High,51520935.5862694,166542.922583118
8868,,SRA,2,High,SRA High,161907.985176712,1609.51298569238
8869,,SRA,2,High,SRA High,279.927001953125,78.6659132209748
8870,,SRA,2,High,SRA High,970945.776530266,4026.61001921627
8871,,SRA,2,High,SRA High,161907.926563986,1609.51249721117
8872,,SRA,2,High,SRA High,4350.27599906921,342.534733184402
8873,,SRA,2,High,SRA High,149271.583059311,1546.0212973845
8874,,SRA,2,High,SRA High,329.493000030518,81.9662029055376
8875,,SRA,2,High,SRA High,40468.6199398041,1001.12599504443
8876,,SRA,2,High,SRA High,646535.961616755,4020.6592501788
8877,,SRA,2,High,SRA High,160946.103553265,1606.37913767741
8878,,SRA,2,High,SRA High,479065.326725006,3206.95586512171
8879,,SRA,2,High,SRA High,59122.53673172,1474.46349676372
8880,,SRA,2,High,SRA High,22338.0449981689,765.856443402244
8881,,SRA,2,High,SRA High,102209.573942184,1944.6090606352
8882,,SRA,2,High,SRA High,968445.138866425,8436.44468912513
8883,,SRA,2,High,SRA High,854500.298519135,4115.96439875126
8884,,SRA,2,High,SRA High,161855.636381924,1609.25833066504
8885,,SRA,2,High,SRA High,161904.415801212,1609.49583416053
8886,,SRA,2,High,SRA High,2633840.05600166,6491.79276409852
8887,,SRA,2,High,SRA High,15056.9644622803,788.783727894708
8888,,SRA,2,High,SRA High,487232.029508591,3220.85529937888
8889,,SRA,2,High,SRA High,1199993.79910469,9051.96125663527
8890,,SRA,2,High,SRA High,84262.0946846008,1311.79743182833
8891,,SRA,2,High,SRA High,109230.640912056,2861.57674189286
8892,,SRA,2,High,SRA High,1789.32750320435,323.881927895517
8893,,SRA,2,High,SRA High,92813.9275531769,1387.41864346276
8894,,SRA,2,High,SRA High,629255.808285713,5910.71707779473
8895,,SRA,2,High,SRA High,182581.612499237,2447.68562821831
8896,,SRA,2,High,SRA High,17353.0799999237,696.698818419651
8897,,SRA,2,High,SRA High,2236541.92816162,14632.749587434
8898,,SRA,2,High,SRA High,1405712.24770927,8736.62477726421
8899,,SRA,2,High,SRA High,80.9729995727539,65.401045435434
8900,,SRA,2,High,SRA High,5228.97483634949,406.590909357976
8901,,SRA,2,High,SRA High,32707.7550010681,895.615588129794
8902,,SRA,2,High,SRA High,43066.0553407669,1619.57398788565
8903,,SRA,2,High,SRA High,276909.133226633,3263.72664469245
8904,,SRA,2,High,SRA High,15861811.8434143,53960.4984911948
8905,,SRA,2,High,SRA High,12154.4319753647,999.550342533384
8906,,SRA,2,High,SRA High,189354886.937767,351912.755918279
8907,,SRA,2,High,SRA High,5806.86344242096,427.42067850232
8908,,SRA,2,High,SRA High,323574.645823717,2724.10753831476
8909,,SRA,2,High,SRA High,6.02118897438049,54.0699631057723
8910,,SRA,2,High,SRA High,66607.1896591187,1209.77812345663
8911,,SRA,2,High,SRA High,1766.63100004196,178.896121308683
8912,,SRA,2,High,SRA High,330334.53181839,2780.71505278031
8913,,SRA,2,High,SRA High,85228.0084104538,1655.66230207045
8914,,SRA,2,High,SRA High,10310.7309732437,768.239146332832
8915,,SRA,2,High,SRA High,2179.88699913025,222.68591705608
8916,,SRA,2,High,SRA High,161682.960821629,1608.39739100591
8917,,SRA,2,High,SRA High,678.609001159668,105.243376993198
8918,,SRA,2,High,SRA High,419962.769971848,4105.43871552157
8919,,SRA,2,High,SRA High,2358917.16800594,7319.39401558751
8920,,SRA,2,High,SRA High,3480226.58035392,11904.1120375259
8921,,SRA,2,High,SRA High,438.331500053406,89.2315311046987
8922,,SRA,2,High,SRA High,161188.459946632,1605.94005746883
8923,,SRA,2,High,SRA High,2606334.25005817,6457.72280249202
8924,,SRA,2,High,SRA High,169.145532608032,61.8898345686911
8925,,SRA,2,High,SRA High,667672.228082657,3266.99578015322
8926,,SRA,2,High,SRA High,162080.829144001,1610.39178242541
8927,,SRA,2,High,SRA High,4328.98800086975,342.392493920951
8928,,SRA,2,High,SRA High,383263.668455124,4646.37288225875
8929,,SRA,2,High,SRA High,126541.710000992,2234.17175604584
8930,,SRA,2,High,SRA High,5000.26526641846,434.885180714125
8931,,SRA,2,High,SRA High,248007.694964886,4102.95501257008
8932,,SRA,2,High,SRA High,2615529.23487854,13969.6327138435
8933,,SRA,2,High,SRA High,251290.431884766,4216.59147872075
8934,,SRA,2,High,SRA High,2333.3085000515,271.851405647808
8935,,SRA,2,High,SRA High,42709.2472686768,1496.25902622321
8936,,SRA,2,High,SRA High,3561671.96816826,16925.4420913644
8937,,SRA,2,High,SRA High,2430558.43243504,8588.60371953883
8938,,SRA,2,High,SRA High,149002.411950111,1544.92765547007
8939,,SRA,2,High,SRA High,67847.6253159046,1250.60829260073
8940,,SRA,2,High,SRA High,158350.788982958,1592.06770214232
8941,,SRA,2,High,SRA High,1564.50103521347,198.68951907322
8942,,SRA,2,High,SRA High,646441.668161392,4013.13291781071
8943,,SRA,2,High,SRA High,16427150.2518291,39403.9074679431
8944,,SRA,2,High,SRA High,451800,12900
8945,,SRA,2,High,SRA High,218047.249504089,4298.8540398533
8946,,SRA,2,High,SRA High,231936.453365326,3142.16789208107
8947,,SRA,2,High,SRA High,284335.021252513,2649.15122774308
8948,,SRA,2,High,SRA High,63950.7839984894,1642.7151159268
8949,,SRA,2,High,SRA High,634866.762948036,3185.59435127773
8950,,SRA,2,High,SRA High,549444.341464996,4878.84554220871
8951,,SRA,2,High,SRA High,20231.5843963623,853.75719307689
8952,,SRA,2,High,SRA High,162898.295772552,1613.61267221368
8953,,SRA,2,High,SRA High,1505.48399925232,170.18990822083
8954,,SRA,2,High,SRA High,168.51953125,62.81742453856
8955,,SRA,2,High,SRA High,31.890438079834,30.0476904212781
8956,,SRA,2,High,SRA High,22.142204284668,25.1995464636364
8957,,SRA,2,High,SRA High,5831.24845123291,378.652763065619
8958,,SRA,2,High,SRA High,762363.05745697,8986.27061427106
8959,,SRA,2,High,SRA High,158093.367317677,1590.55057943111
8960,,SRA,2,High,SRA High,452.612895965576,119.678718035895
8961,,SRA,2,High,SRA High,17385.7500019073,987.078076628176
8962,,SRA,2,High,SRA High,314023.448698044,2845.63664497833
8963,,SRA,2,High,SRA High,309077.018024445,10391.0684554688
8964,,SRA,2,High,SRA High,12080.0169258118,631.810603775914
8965,,SRA,2,High,SRA High,3457.63614654541,391.155611094426
8966,,SRA,2,High,SRA High,137.266952514648,65.4663805264346
8967,,SRA,2,High,SRA High,1584189.35141373,9670.36358214933
8968,,SRA,2,High,SRA High,681618.331813216,4068.10218567006
8969,,SRA,2,High,SRA High,1916606.94604226,8856.21462981054
8970,,SRA,2,High,SRA High,1587.0674996376,369.179421734634
8971,,SRA,2,High,SRA High,648.764835357666,102.920710149477
8972,,SRA,2,High,SRA High,324658.28710556,2409.40095446021
8973,,SRA,2,High,SRA High,161942.644794464,1609.72758788279
8974,,SRA,2,High,SRA High,12586.2750000954,609.863134755144
8975,,SRA,2,High,SRA High,984527.844966412,5691.8771588424
8976,,SRA,2,High,SRA High,372778.463500977,4466.50597253979
8977,,SRA,2,High,SRA High,192018.755421162,2123.21577728346
8978,,SRA,2,High,SRA High,158892.130168915,1594.55967774503
8979,,SRA,2,High,SRA High,165626.942258239,1628.04664145071
8980,,SRA,2,High,SRA High,3933798.91151142,11300.696874957
8981,,SRA,2,High,SRA High,107652.438070297,1494.98759899608
8982,,SRA,2,High,SRA High,67030.5948030949,1650.76412000572
8983,,SRA,2,High,SRA High,1411889.39056587,7180.73358513906
8984,,SRA,2,High,SRA High,40890.0655498505,909.044361422542
8985,,SRA,2,High,SRA High,1125.93166065216,208.087514025665
8986,,SRA,2,High,SRA High,132.956299304962,71.7821582450945
8987,,SRA,2,High,SRA High,335730.524819374,5868.13519283588
8988,,SRA,2,High,SRA High,161274.569017768,1606.42053082377
8989,,SRA,2,High,SRA High,525361.117324829,14476.8315288665
8990,,SRA,2,High,SRA High,111065.04901123,1897.67766909226
8991,,SRA,2,High,SRA High,61231.2562465668,1251.78403082281
8992,,SRA,2,High,SRA High,19054.7250022888,817.042348357182
8993,,SRA,2,High,SRA High,166549.495091915,2776.68474814657
8994,,SRA,2,High,SRA High,9440.92499923706,581.884423753809
8995,,SRA,2,High,SRA High,2068.24499893188,225.964254594962
8996,,SRA,2,High,SRA High,648429.873601675,4034.6550803981
8997,,SRA,2,High,SRA High,212.601000785828,127.087654844358
8998,,SRA,2,High,SRA High,588.052543640137,99.5263835502871
