 Non Cat Cov A Smoke Claims 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 3 
 0   
 0   
 0   
 0   
 1 
 1 
 0   
 0   
 1 
 1 
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 1 
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 1 
 1 
 2 
 1 
 1 
 1 
 6 
 4 
 5 
 1 
 1 
 4 
 0   
 0   
 0   
 2 
 1 
 0   
 2 
 0   
 0   
 0   
 0   
 1 
 3 
 2 
 1 
 0   
 0   
 1 
 2 
 0   
 0   
 2 
 1 
 0   
 0   
 0   
 24 
 5 
 2 
 1 
 13 
 3 
 8 
 0   
 3 
 0   
 5 
 8 
 0   
 4 
 14 
 0   
 4 
 13 
 0   
 0   
 1 
 2 
 0   
 0   
 0   
 1 
 1 
 2 
 0   
 4 
 0   
 0   
 0   
 1 
 2 
 1 
 0   
 0   
 1 
 2 
 1 
 0   
 1 
 3 
 1 
 6 
 3 
 3 
 2 
 0   
 4 
 9 
 2 
 4 
 0   
 1 
 1 
 0   
 0   
 1 
 0   
 3 
 5 
 6 
 0   
 0   
 1 
 1 
 1 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 38 
 1 
 3 
 0   
 0   
 0   
 4 
 2 
 2 
 0   
 2 
 1 
 3 
 8 
 1 
 2 
 4 
 0   
 8 
 0   
 0   
 0   
 0   
 3 
 3 
 9 
 2 
 1 
 4 
 0   
 0   
 2 
 1 
 8 
 1 
 2 
 0   
 1 
 1 
 1 
 2 
 56 
 109 
 77 
 0   
 14 
 0   
 93 
 72 
 75 
 2 
 0   
 2 
 0   
 0   
 0   
 0   
 1 
 2 
 0   
 0   
 9 
 7 
 3 
 0   
 0   
 0   
 0   
 2 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 2 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 4 
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 4 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 8 
 0   
 1 
 1 
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 2 
 1 
 2 
 1 
 1 
 0   
 0   
 26 
 1 
 3 
 5 
 0   
 13 
 1 
 1 
 0   
 0   
 41 
 25 
 0   
 0   
 0   
 3 
 0   
 0   
 13 
 0   
 0   
 0   
 0   
 0   
 3 
 6 
 3 
 2 
 0   
 0   
 2 
 0   
 3 
 3 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 2 
 0   
 0   
 1 
 72 
 0   
 0   
 2 
 2 
 1 
 2 
 0   
 14 
 18 
 5 
 3 
 4 
 36 
 0   
 0   
 1 
 4 
 6 
 10 
 19 
 5 
 7 
 3 
 2 
 0   
 0   
 1 
 0   
 1 
 5 
 4 
 2 
 38 
 26 
 30 
 11 
 0   
 0   
 0   
 0   
 2 
 1 
 2 
 3 
 7 
 11 
 0   
 11 
 14 
 1 
 1 
 0   
 0   
 3 
 1 
 0   
 2 
 1 
 1 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 2 
 0   
 0   
 0   
 2 
 4 
 20 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 12 
 1 
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 7 
 5 
 3 
 5 
 5 
 6 
 4 
 0   
 0   
 1 
 2 
 0   
 0   
 2 
 2 
 1 
 0   
 0   
 0   
 5 
 0   
 13 
 16 
 0   
 17 
 0   
 1 
 2 
 0   
 0   
 1 
 3 
 0   
 4 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 1 
 3 
 1 
 4 
 7 
 2 
 8 
 6 
 1 
 4 
 0   
 1 
 3 
 0   
 0   
 3 
 1 
 0   
 0   
 0   
 0   
 1 
 1 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 5 
 0   
 0   
 0   
 0   
 1 
 1 
 0   
 0   
 2 
 1 
 1 
 6 
 0   
 0   
 0   
 2 
 4 
 1 
 0   
 1 
 0   
 4 
 3 
 2 
 0   
 0   
 0   
 1 
 2 
 5 
 1 
 0   
 0   
 0   
 0   
 0   
 5 
 3 
 30 
 6 
 4 
 0   
 6 
 7 
 0   
 2 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 0   
 2 
 2 
 2 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 12 
 12 
 1 
 0   
 6 
 0   
 0   
 0   
 2 
 1 
 9 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 2 
 2 
 10 
 7 
 0   
 0   
 0   
 0   
 0   
 7 
 0   
 0   
 1 
 0   
 0   
 17 
 0   
 16 
 4 
 6 
 0   
 1 
 2 
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 2 
 0   
 4 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 2 
 1 
 1 
 0   
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 2 
 1 
 1 
 1 
 1 
 1 
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 1 
 0   
 14 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 3 
 2 
 0   
 0   
 2 
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 2 
 2 
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 22 
 12 
 0   
 3 
 20 
 15 
 6 
 13 
 0   
 0   
 0   
 13 
 12 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 3 
 0   
 2 
 0   
 4 
 1 
 6 
 14 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 1 
 1 
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 3 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 3 
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 0   
 1 
 0   
 1 
 0   
 3 
 0   
 3 
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 0   
 0   
 5 
 0   
 7 
 0   
 0   
 3 
 3 
 0   
 1 
 5 
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 1 
 0   
 1 
 1 
 0   
 0   
 2 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 1 
 1 
 1 
 0   
 0   
 1 
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
 0   
