year,zipcode, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non Cat Cov A Fire Claims , Non Cat Cov A Fire Losses , Non Cat Cov A Smoke Claims , Non Cat Cov A Smoke Losses , Non Cat Cov C Fire Claims , Non Cat Cov C Fire Losses , Non Cat Cov C Smoke Claims , Non Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
2021,95150," 3,155 ", 2 ," 402,550 "," 301,975 ",, 2.00 , 0   , 0   , 2 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95003," 8,223,576 "," 5,187 "," 644,422 "," 453,525 ",, 1.22 ," 1,235 "," 2,230 "," 1,114 ", 584 , 25 , 5 ," 385,880 ", 1 ," 4,686 ", 3 ," 45,103 ", 1 , 716 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95005," 2,229,749 "," 1,416 "," 500,656 "," 355,340 ",, 2.29 , 7 , 75 , 860 , 454 , 21 , 1 ," 410,399 ", 0   , 0   , 1 ," 69,401 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95006," 3,186,745 "," 2,106 "," 467,311 "," 327,060 ",, 2.22 , 6 , 293 ," 1,126 ", 597 , 84 , 3 ," 396,519 ", 0   , 0   , 2 ," 155,551 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95007," 263,376 ", 147 ," 482,833 "," 333,796 ",, 2.40 , 2 , 4 , 81 , 55 , 6 , 1 ," 6,021 ", 0   , 0   , 1 ," 4,058 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95010," 1,217,374 "," 1,082 "," 520,716 "," 369,509 ",, 0.42 , 667 , 376 , 38 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95017," 147,325 ", 94 ," 594,946 "," 407,368 ",, 1.28 , 30 , 26 , 18 , 19 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95018," 2,512,624 "," 1,820 "," 445,993 "," 314,884 ",, 2.26 , 8 , 162 ," 1,049 ", 550 , 52 , 1 ," 329,906 ", 0   , 0   , 1 ," 137,556 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95019," 451,594 ", 505 ," 340,955 "," 247,042 ",, 0.37 , 323 , 176 , 5 , 0   , 0   , 1 ," 1,285 ", 0   , 0   , 1 , 731 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95033," 5,083,015 "," 2,135 "," 806,132 "," 540,483 ",, 2.38 , 18 , 199 ," 1,014 ", 765 , 139 , 2 ," 929,678 ", 0   , 0   , 2 ," 334,645 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
