,zipcode,class,city,county,Area Code(s),pop,% of Population% of Pop
1788,94941,Standard,Mill Valley,Marin,415 / 628,"31,480",0.08%
1789,94942 ,P.O. Box,Mill Valley,Marin,415 / 628,0,0.00%
1790,94945,Standard,Novato,Marin,415 / 628,"17,876",0.05%
1791,94946,Standard,Nicasio,Marin,415 / 628,624,0.00%
1792,94947,Standard,Novato,Marin,415 / 628,"24,870",0.06%
1793,94948 ,P.O. Box,Novato,Marin,415 / 628,0,0.00%
1794,94949,Standard,Novato,Marin,415 / 628,"17,588",0.04%
1795,94950 ,P.O. Box,Olema,Marin,415 / 628,60,0.00%
1796,94951,Standard,Penngrove,Sonoma,369 / 707,"4,172",0.01%
1797,94952,Standard,Petaluma,Sonoma,369 / 707,"33,619",0.09%
1798,94953 ,P.O. Box,Petaluma,Sonoma,369 / 707,0,0.00%
1799,94954,Standard,Petaluma,Sonoma,369 / 707,"38,301",0.10%
1800,94955 ,P.O. Box,Petaluma,Sonoma,369 / 707,0,0.00%
1801,94956,Standard,Point Reyes Station,Marin,415 / 628,"1,684",0.00%
1802,94957 ,P.O. Box,Ross,Marin,415 / 628,"1,858",0.00%
1803,94960,Standard,San Anselmo,Marin,415 / 628,"15,920",0.04%
1804,94963 ,P.O. Box,San Geronimo,Marin,415 / 628,506,0.00%
1805,94964 ,P.O. Box,San Quentin,Marin,415 / 628,"4,264",0.01%
1806,94965,Standard,Sausalito,Marin,415 / 628,"11,447",0.03%
1807,94966 ,P.O. Box,Sausalito,Marin,415 / 628,0,0.00%
1808,94970,Standard,Stinson Beach,Marin,415 / 628,620,0.00%
1809,94971 ,P.O. Box,Tomales,Marin,369 / 707,372,0.00%
1810,94972,Standard,Valley Ford,Sonoma,369 / 707,146,0.00%
1811,94973 ,P.O. Box,Woodacre,Marin,415 / 628,"1,516",0.00%
1812,94974,Standard,San Quentin,Marin,415 / 628,0,0.00%
1813,94975 ,P.O. Box,Petaluma,Sonoma,369 / 707,0,0.00%
1814,94976 ,P.O. Box,Corte Madera,Marin,415 / 628,0,0.00%
1815,94977 ,P.O. Box,Larkspur,Marin,415 / 628,0,0.00%
1816,94978 ,P.O. Box,Fairfax,Marin,415 / 628,0,0.00%
1817,94979 ,P.O. Box,San Anselmo,Marin,415 / 628,0,0.00%
1818,94998 ,Unique,Novato,Marin,415 / 628,0,0.00%
1819,94999,Standard,Petaluma,Sonoma,369 / 707,0,0.00%
1820,95001 ,P.O. Box,Aptos,Santa Cruz,831,0,0.00%
1821,95002 ,P.O. Box,Alviso,Santa Clara,341 / 408 / 510 / 650 / 669,"2,039",0.01%
1822,95003,Standard,Aptos,Santa Cruz,831,"24,706",0.06%
1823,95004,Standard,Aromas,Monterey,831,"4,348",0.01%
1824,95005,Standard,Ben Lomond,Santa Cruz,831,"6,551",0.02%
1825,95006,Standard,Boulder Creek,Santa Cruz,831,"9,454",0.02%
1826,95007 ,P.O. Box,Brookdale,Santa Cruz,831,883,0.00%
1827,95008,Standard,Campbell,Santa Clara,408 / 669,"49,038",0.12%
1828,95009 ,P.O. Box,Campbell,Santa Clara,408 / 669,0,0.00%
1829,95010,Standard,Capitola,Santa Cruz,831,"9,080",0.02%
1830,95011 ,P.O. Box,Campbell,Santa Clara,408 / 669,0,0.00%
1831,95012,Standard,Castroville,Monterey,831,"11,858",0.03%
1832,95013 ,P.O. Box,Coyote,Santa Clara,669 / 408,108,0.00%
1833,95014,Standard,Cupertino,Santa Clara,669 / 408,"62,585",0.16%
1834,95015 ,P.O. Box,Cupertino,Santa Clara,408,0,0.00%
1835,95017,Standard,Davenport,Santa Cruz,831,969,0.00%
1836,95018,Standard,Felton,Santa Cruz,831,"8,003",0.02%
1837,95019,Standard,Freedom,Santa Cruz,831 / 408,"6,603",0.02%
1838,95020,Standard,Gilroy,Santa Clara,408 / 669,"68,090",0.17%
1839,95021 ,P.O. Box,Gilroy,Santa Clara,408 / 669,0,0.00%
1840,95023,Standard,Hollister,San Benito,831 / 408,"56,973",0.14%
1841,95024 ,P.O. Box,Hollister,San Benito,831 / 408,0,0.00%
1842,95025 ,P.O. Box,San Jose,San Benito,408 / 669,0,0.00%
1843,95026 ,P.O. Box,Holy City,Santa Clara,408 / 669,0,0.00%
1844,95030,Standard,Los Gatos,Santa Clara,408 / 669,"13,585",0.03%
1845,95031 ,P.O. Box,Los Gatos,Santa Clara,408 / 669,0,0.00%
1846,95032,Standard,Los Gatos,Santa Clara,408 / 669,"28,109",0.07%
1847,95033,Standard,Los Gatos,Santa Clara,408 / 669,"9,565",0.02%
1848,95035,Standard,Milpitas,Santa Clara,408,"80,440",0.20%
1849,95036 ,P.O. Box,Milpitas,Santa Clara,341 / 408 / 510 / 650 / 669,0,0.00%
1850,95037,Standard,Morgan Hill,Santa Clara,408 / 669,"53,126",0.13%
1851,95038 ,P.O. Box,Morgan Hill,Santa Clara,408 / 669,0,0.00%
1852,95039,Standard,Moss Landing,Monterey,831,"1,617",0.00%
1853,95041 ,P.O. Box,Mount Hermon,Santa Cruz,831,602,0.00%
1854,95042 ,P.O. Box,New Almaden,Santa Clara,408,0,0.00%
1855,95043,Standard,Paicines,San Benito,831,709,0.00%
1856,95044 ,P.O. Box,Redwood Estates,Santa Clara,408 / 669,0,0.00%
1857,95045,Standard,San Juan Bautista,San Benito,831 / 408,"4,323",0.01%
1858,95046,Standard,San Martin,Santa Clara,408 / 669,"6,361",0.02%
1859,95050,Standard,Santa Clara,Santa Clara,408,"39,031",0.10%
1860,95051,Standard,Santa Clara,Santa Clara,408,"61,466",0.16%
1861,95052 ,P.O. Box,Santa Clara,Santa Clara,408,0,0.00%
1862,95053 ,Unique,Santa Clara,Santa Clara,408,"2,582",0.01%
1863,95054,Standard,Santa Clara,Santa Clara,408,"25,024",0.06%
1864,95055 ,P.O. Box,Santa Clara,Santa Clara,408,0,0.00%
1865,95056 ,P.O. Box,Santa Clara,Santa Clara,408,0,0.00%
1866,95060,Standard,Santa Cruz,Santa Cruz,831,"47,931",0.12%
1867,95061 ,P.O. Box,Santa Cruz,Santa Cruz,831,0,0.00%
1868,95062,Standard,Santa Cruz,Santa Cruz,831,"36,268",0.09%
1869,95063 ,P.O. Box,Santa Cruz,Santa Cruz,831,0,0.00%
1870,95064,Standard,Santa Cruz,Santa Cruz,831,"8,806",0.02%
1871,95065,Standard,Santa Cruz,Santa Cruz,831,"8,444",0.02%
1872,95066,Standard,Scotts Valley,Santa Cruz,831,"15,483",0.04%
1873,95067 ,P.O. Box,Scotts Valley,Santa Cruz,831,0,0.00%
1874,95070,Standard,Saratoga,Santa Clara,669 / 408,"32,419",0.08%
1875,95071 ,P.O. Box,Saratoga,Santa Clara,669 / 408,0,0.00%
1876,95073,Standard,Soquel,Santa Cruz,831,"10,549",0.03%
1877,95075,Standard,Tres Pinos,San Benito,831 / 408,470,0.00%
1878,95076,Standard,Watsonville,Santa Cruz,831 / 408,"84,433",0.21%
1879,95077 ,P.O. Box,Watsonville,Santa Cruz,831 / 408,0,0.00%
1880,95101,Standard,San Jose,Santa Clara,341 / 408 / 510 / 650 / 669,0,0.00%
1881,95103 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1882,95106 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1883,95108 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1884,95109 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1885,95110,Standard,San Jose,Santa Clara,408 / 669 / 650,"20,495",0.05%
1886,95111,Standard,San Jose,Santa Clara,408 / 669,"60,593",0.15%
1887,95112,Standard,San Jose,Santa Clara,408 / 669 / 650,"60,754",0.15%
1888,95113,Standard,San Jose,Santa Clara,408 / 669 / 650,"2,658",0.01%
1889,95115 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1890,95116,Standard,San Jose,Santa Clara,408,"51,222",0.13%
1891,95117,Standard,San Jose,Santa Clara,408,"30,137",0.08%
1892,95118,Standard,San Jose,Santa Clara,408,"32,764",0.08%
1893,95119,Standard,San Jose,Santa Clara,669 / 408,"10,050",0.03%
1894,95120,Standard,San Jose,Santa Clara,408,"38,341",0.10%
1895,95121,Standard,San Jose,Santa Clara,408,"37,609",0.10%
1896,95122,Standard,San Jose,Santa Clara,408,"54,056",0.14%
1897,95123,Standard,San Jose,Santa Clara,408 / 669,"70,040",0.18%
1898,95124,Standard,San Jose,Santa Clara,408,"50,054",0.13%
1899,95125,Standard,San Jose,Santa Clara,408,"54,000",0.14%
1900,95126,Standard,San Jose,Santa Clara,408,"37,372",0.09%
1901,95127,Standard,San Jose,Santa Clara,408,"63,749",0.16%
1902,95128,Standard,San Jose,Santa Clara,408,"34,776",0.09%
1903,95129,Standard,San Jose,Santa Clara,408,"41,819",0.11%
1904,95130,Standard,San Jose,Santa Clara,408,"13,584",0.03%
1905,95131,Standard,San Jose,Santa Clara,341 / 408 / 510 / 650 / 669,"30,975",0.08%
1906,95132,Standard,San Jose,Santa Clara,408,"40,426",0.10%
1907,95133,Standard,San Jose,Santa Clara,408,"30,080",0.08%
1908,95134,Standard,San Jose,Santa Clara,341 / 408 / 510 / 650 / 669,"29,746",0.08%
1909,95135,Standard,San Jose,Santa Clara,408,"20,734",0.05%
1910,95136,Standard,San Jose,Santa Clara,408 / 669,"45,971",0.12%
1911,95138,Standard,San Jose,Santa Clara,669 / 408,"19,530",0.05%
1912,95139,Standard,San Jose,Santa Clara,669 / 408,"6,764",0.02%
1913,95140,Standard,Mount Hamilton,Santa Clara,408 / 669,276,0.00%
1914,95141,Standard,San Jose,Santa Clara,408,0,0.00%
1915,95148,Standard,San Jose,Santa Clara,408,"45,819",0.12%
1916,95150 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1917,95151 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1918,95152 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1919,95153 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1920,95154 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1921,95155 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1922,95156 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1923,95157 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1924,95158 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1925,95159 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1926,95160 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1927,95161 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1928,95164 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1929,95170 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1930,95172 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1931,95173 ,P.O. Box,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1932,95190 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1933,95191 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1934,95192 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1935,95193 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1936,95194 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1937,95196 ,Unique,San Jose,Santa Clara,408 / 669 / 650,0,0.00%
1938,95201 ,P.O. Box,Stockton,San Joaquin,209 / 350,0,0.00%
1939,95202,Standard,Stockton,San Joaquin,209 / 350,"6,949",0.02%
1940,95203,Standard,Stockton,San Joaquin,209 / 350,"18,064",0.05%
1941,95204,Standard,Stockton,San Joaquin,209 / 350,"30,719",0.08%
1942,95205,Standard,Stockton,San Joaquin,209 / 350,"40,720",0.10%
1943,95206,Standard,Stockton,San Joaquin,209 / 350,"69,350",0.18%
1944,95207,Standard,Stockton,San Joaquin,209 / 350,"52,465",0.13%
1945,95208 ,P.O. Box,Stockton,San Joaquin,209 / 350,0,0.00%
1946,95209,Standard,Stockton,San Joaquin,209 / 350,"44,660",0.11%
1947,95210,Standard,Stockton,San Joaquin,209 / 350,"41,378",0.10%
1948,95211 ,Unique,Stockton,San Joaquin,209 / 350,"1,832",0.00%
1949,95212,Standard,Stockton,San Joaquin,209 / 350,"30,111",0.08%
1950,95213 ,P.O. Box,Stockton,San Joaquin,209 / 350,0,0.00%
1951,95215,Standard,Stockton,San Joaquin,209 / 350,"27,118",0.07%
1952,95219,Standard,Stockton,San Joaquin,209 / 350,"29,392",0.07%
1953,95220,Standard,Acampo,San Joaquin,209 / 350,"7,241",0.02%
1954,95221 ,P.O. Box,Altaville,Calaveras,209 / 350,549,0.00%
1955,95222,Standard,Angels Camp,Calaveras,209 / 350,"4,888",0.01%
1956,95223,Standard,Arnold,Calaveras,209 / 350,"4,050",0.01%
1957,95224 ,P.O. Box,Avery,Calaveras,209 / 350,367,0.00%
1958,95225 ,P.O. Box,Burson,Calaveras,209 / 350,605,0.00%
1959,95226 ,P.O. Box,Campo Seco,Calaveras,209 / 350,48,0.00%
1960,95227 ,P.O. Box,Clements,San Joaquin,209 / 350,"1,009",0.00%
1961,95228,Standard,Copperopolis,Calaveras,209 / 350,"4,571",0.01%
1962,95229 ,P.O. Box,Douglas Flat,Calaveras,209 / 350,0,0.00%
1963,95230,Standard,Farmington,San Joaquin,209 / 350,786,0.00%
1964,95231,Standard,French Camp,San Joaquin,209 / 350,"4,808",0.01%
1965,95232,Standard,Glencoe,Calaveras,209 / 350,170,0.00%
1966,95233 ,P.O. Box,Hathaway Pines,Calaveras,209 / 350,363,0.00%
1967,95234 ,P.O. Box,Holt,San Joaquin,209 / 350,0,0.00%
1968,95236,Standard,Linden,San Joaquin,209 / 350,"4,476",0.01%
1969,95237,Standard,Lockeford,San Joaquin,209 / 350,"3,259",0.01%
1970,95240,Standard,Lodi,San Joaquin,209 / 350,"49,102",0.12%
1971,95241 ,P.O. Box,Lodi,San Joaquin,209 / 350,0,0.00%
1972,95242,Standard,Lodi,San Joaquin,209 / 350,"27,341",0.07%
1973,95245,Standard,Mokelumne Hill,Calaveras,209 / 350,"2,126",0.01%
1974,95246,Standard,Mountain Ranch,Calaveras,209 / 350,"1,307",0.00%
1975,95247,Standard,Murphys,Calaveras,209 / 350,"3,963",0.01%
1976,95248 ,P.O. Box,Rail Road Flat,Calaveras,209 / 350,266,0.00%
1977,95249,Standard,San Andreas,Calaveras,209 / 350,"3,983",0.01%
1978,95251,Standard,Vallecito,Calaveras,209 / 350,753,0.00%
1979,95252,Standard,Valley Springs,Calaveras,209 / 350,"14,260",0.04%
1980,95253 ,P.O. Box,Victor,San Joaquin,209 / 350,286,0.00%
1981,95254 ,P.O. Box,Wallace,Calaveras,209 / 350,525,0.00%
1982,95255,Standard,West Point,Calaveras,209 / 350,"1,956",0.00%
1983,95257,Standard,Wilseyville,Calaveras,209 / 350,454,0.00%
1984,95258,Standard,Woodbridge,San Joaquin,209 / 350,"4,054",0.01%
1985,95267 ,P.O. Box,Stockton,San Joaquin,209 / 350,0,0.00%
1986,95269 ,P.O. Box,Stockton,San Joaquin,209 / 350,0,0.00%
1987,95296 ,Unique,Stockton,San Joaquin,209 / 350,0,0.00%
1988,95297 ,Unique,Stockton,San Joaquin,209 / 350,0,0.00%
1989,95301,Standard,Atwater,Merced,209 / 350,"40,886",0.10%
1990,95303,Standard,Ballico,Merced,209 / 350,722,0.00%
1991,95304,Standard,Tracy,San Joaquin,209 / 350,"16,210",0.04%
1992,95305 ,P.O. Box,Big Oak Flat,Tuolumne,209 / 350,416,0.00%
1993,95306,Standard,Catheys Valley,Mariposa,209 / 350,936,0.00%
1994,95307,Standard,Ceres,Stanislaus,209 / 350 / 559,"46,346",0.12%
1995,95309 ,P.O. Box,Chinese Camp,Tuolumne,209 / 350,9,0.00%
1996,95310,Standard,Columbia,Tuolumne,209 / 350,"1,794",0.00%
1997,95311,Standard,Coulterville,Mariposa,209 / 350,"1,997",0.01%
1998,95312 ,P.O. Box,Cressey,Merced,209 / 350,251,0.00%
1999,95313,Standard,Crows Landing,Stanislaus,209 / 350,"1,351",0.00%
2000,95315,Standard,Delhi,Merced,209 / 350,"12,875",0.03%
2001,95316,Standard,Denair,Stanislaus,209 / 350,"7,206",0.02%
2002,95317,Standard,El Nido,Merced,209 / 350,750,0.00%
2003,95318 ,P.O. Box,El Portal,Mariposa,209 / 350,413,0.00%
2004,95319 ,P.O. Box,Empire,Stanislaus,209 / 350,"2,130",0.01%
2005,95320,Standard,Escalon,San Joaquin,209 / 350,"13,148",0.03%
2006,95321,Standard,Groveland,Tuolumne,209 / 350,"3,745",0.01%
2007,95322,Standard,Gustine,Merced,209 / 350,"10,381",0.03%
2008,95323,Standard,Hickman,Stanislaus,209 / 350,"1,266",0.00%
2009,95324,Standard,Hilmar,Merced,209 / 350,"7,148",0.02%
2010,95325,Standard,Hornitos,Mariposa,209 / 350,47,0.00%
2011,95326,Standard,Hughson,Stanislaus,209 / 350,"10,429",0.03%
2012,95327,Standard,Jamestown,Tuolumne,209 / 350,"8,837",0.02%
2013,95328,Standard,Keyes,Stanislaus,209 / 350 / 559,"3,925",0.01%
2014,95329,Standard,La Grange,Stanislaus,209 / 350,"2,747",0.01%
2015,95330,Standard,Lathrop,San Joaquin,209 / 350,"29,065",0.07%
2016,95333,Standard,Le Grand,Merced,209 / 350,"2,752",0.01%
2017,95334,Standard,Livingston,Merced,209 / 350,"16,594",0.04%
2018,95335,Standard,Long Barn,Tuolumne,209 / 350,412,0.00%
2019,95336,Standard,Manteca,San Joaquin,209 / 350,"47,281",0.12%
2020,95337,Standard,Manteca,San Joaquin,209 / 350,"44,476",0.11%
2021,95338,Standard,Mariposa,Mariposa,209 / 350,"11,019",0.03%
2022,95340,Standard,Merced,Merced,209 / 350,"38,606",0.10%
2023,95341,Standard,Merced,Merced,209 / 350,"33,194",0.08%
2024,95343,Standard,Merced,Merced,209 / 350,0,0.00%
2025,95344 ,P.O. Box,Merced,Merced,209 / 350,0,0.00%
2026,95345,Standard,Midpines,Mariposa,209 / 350,633,0.00%
2027,95346,Standard,Mi Wuk Village,Tuolumne,209 / 350,"1,106",0.00%
2028,95347 ,P.O. Box,Moccasin,Tuolumne,209 / 350,0,0.00%
2029,95348,Standard,Merced,Merced,209 / 350,"35,066",0.09%
2030,95350,Standard,Modesto,Stanislaus,209 / 350 / 559,"55,344",0.14%
2031,95351,Standard,Modesto,Stanislaus,209 / 350 / 559,"48,668",0.12%
2032,95352 ,P.O. Box,Modesto,Stanislaus,209 / 350 / 559,0,0.00%
2033,95353 ,P.O. Box,Modesto,Stanislaus,209 / 350 / 559,0,0.00%
2034,95354,Standard,Modesto,Stanislaus,209 / 350 / 559,"26,765",0.07%
2035,95355,Standard,Modesto,Stanislaus,209 / 350,"62,337",0.16%
2036,95356,Standard,Modesto,Stanislaus,209 / 350,"33,070",0.08%
2037,95357,Standard,Modesto,Stanislaus,209 / 350,"12,692",0.03%
2038,95358,Standard,Modesto,Stanislaus,209 / 350,"32,131",0.08%
2039,95360,Standard,Newman,Stanislaus,209 / 350,"13,892",0.04%
2040,95361,Standard,Oakdale,Stanislaus,209 / 350,"35,019",0.09%
2041,95363,Standard,Patterson,Stanislaus,209 / 350,"29,309",0.07%
2042,95364,Standard,Pinecrest,Tuolumne,209 / 350,24,0.00%
2043,95365,Standard,Planada,Merced,209 / 350,"4,502",0.01%
2044,95366,Standard,Ripon,San Joaquin,209 / 350,"18,239",0.05%
2045,95367,Standard,Riverbank,Stanislaus,209 / 350,"25,421",0.06%
2046,95368,Standard,Salida,Stanislaus,209 / 350,"13,896",0.04%
2047,95369,Standard,Snelling,Merced,209 / 350,816,0.00%
2048,95370,Standard,Sonora,Tuolumne,209 / 350,"28,090",0.07%
2049,95372,Standard,Soulsbyville,Tuolumne,209 / 350,"1,838",0.00%
2050,95373 ,P.O. Box,Standard,Tuolumne,209 / 350,0,0.00%
2051,95374,Standard,Stevinson,Merced,209 / 350,"1,856",0.00%
2052,95375 ,P.O. Box,Strawberry,Tuolumne,209 / 350,113,0.00%
2053,95376,Standard,Tracy,San Joaquin,209 / 350,"53,781",0.14%
2054,95377,Standard,Tracy,San Joaquin,209 / 350,"34,590",0.09%
2055,95378 ,P.O. Box,Tracy,San Joaquin,209 / 350,0,0.00%
2056,95379,Standard,Tuolumne,Tuolumne,209 / 350,"3,816",0.01%
2057,95380,Standard,Turlock,Stanislaus,209 / 350,"42,912",0.11%
2058,95381 ,P.O. Box,Turlock,Stanislaus,209 / 350,0,0.00%
2059,95382,Standard,Turlock,Stanislaus,209 / 350,"38,702",0.10%
2060,95383,Standard,Twain Harte,Tuolumne,209 / 350,"4,157",0.01%
2061,95385,Standard,Vernalis,San Joaquin,209 / 350,515,0.00%
2062,95386,Standard,Waterford,Stanislaus,209 / 350,"10,750",0.03%
2063,95387 ,P.O. Box,Westley,Stanislaus,209 / 350,739,0.00%
2064,95388,Standard,Winton,Merced,209 / 350,"13,878",0.04%
2065,95389,Standard,Yosemite National Park,Mariposa,209 / 350,594,0.00%
2066,95391,Standard,Tracy,San Joaquin,209 / 350,"24,709",0.06%
2067,95397 ,Unique,Modesto,Stanislaus,209 / 350 / 559,0,0.00%
2068,95401,Standard,Santa Rosa,Sonoma,707 / 369,"37,272",0.09%
2069,95402 ,P.O. Box,Santa Rosa,Sonoma,707 / 369,0,0.00%
2070,95403,Standard,Santa Rosa,Sonoma,707 / 369,"44,705",0.11%
2071,95404,Standard,Santa Rosa,Sonoma,707 / 369,"38,034",0.10%
2072,95405,Standard,Santa Rosa,Sonoma,707 / 369,"22,015",0.06%
2073,95406 ,P.O. Box,Santa Rosa,Sonoma,707 / 369,0,0.00%
2074,95407,Standard,Santa Rosa,Sonoma,707 / 369,"42,504",0.11%
2075,95409,Standard,Santa Rosa,Sonoma,707 / 369,"27,741",0.07%
2076,95410,Standard,Albion,Mendocino,369 / 707,974,0.00%
2077,95412,Standard,Annapolis,Sonoma,369 / 707,275,0.00%
2078,95415,Standard,Boonville,Mendocino,369 / 707,"1,496",0.00%
2079,95416 ,P.O. Box,Boyes Hot Springs,Sonoma,707 / 369,0,0.00%
2080,95417,Standard,Branscomb,Mendocino,369 / 707,168,0.00%
2081,95418 ,P.O. Box,Calpella,Mendocino,369 / 707,0,0.00%
2082,95419 ,P.O. Box,Camp Meeker,Sonoma,369 / 707,192,0.00%
2083,95420,Standard,Caspar,Mendocino,369 / 707,396,0.00%
2084,95421,Standard,Cazadero,Sonoma,369 / 707,"1,409",0.00%
2085,95422,Standard,Clearlake,Lake,707 / 369,"17,017",0.04%
2086,95423,Standard,Clearlake Oaks,Lake,369 / 707,"4,232",0.01%
2087,95424 ,P.O. Box,Clearlake Park,Lake,707 / 369,0,0.00%
2088,95425,Standard,Cloverdale,Sonoma,369 / 707,"11,252",0.03%
2089,95426 ,P.O. Box,Cobb,Lake,369 / 707,"1,921",0.00%
2090,95427,Standard,Comptche,Mendocino,369 / 707,492,0.00%
2091,95428,Standard,Covelo,Mendocino,369 / 707,"3,017",0.01%
2092,95429,Standard,Dos Rios,Mendocino,369 / 707,106,0.00%
2093,95430 ,P.O. Box,Duncans Mills,Sonoma,369 / 707,45,0.00%
2094,95431 ,P.O. Box,Eldridge,Sonoma,707 / 369,0,0.00%
2095,95432,Standard,Elk,Mendocino,369 / 707,443,0.00%
2096,95433 ,P.O. Box,El Verano,Sonoma,707 / 369,0,0.00%
2097,95435 ,P.O. Box,Finley,Lake,369 / 707,53,0.00%
2098,95436,Standard,Forestville,Sonoma,369 / 707,"5,265",0.01%
2099,95437,Standard,Fort Bragg,Mendocino,369 / 707,"14,608",0.04%
2100,95439,Standard,Fulton,Sonoma,707 / 369,747,0.00%
2101,95441,Standard,Geyserville,Sonoma,369 / 707,"1,915",0.00%
2102,95442,Standard,Glen Ellen,Sonoma,707 / 369,"2,955",0.01%
2103,95443,Standard,Glenhaven,Lake,707 / 369,134,0.00%
2104,95444,Standard,Graton,Sonoma,369 / 707,710,0.00%
2105,95445,Standard,Gualala,Mendocino,369 / 707,"2,362",0.01%
2106,95446,Standard,Guerneville,Sonoma,707 / 369,"4,690",0.01%
2107,95448,Standard,Healdsburg,Sonoma,707 / 369,"16,245",0.04%
2108,95449,Standard,Hopland,Mendocino,369 / 707,"1,422",0.00%
2109,95450,Standard,Jenner,Sonoma,369 / 707,372,0.00%
2110,95451,Standard,Kelseyville,Lake,369 / 707,"11,747",0.03%
2111,95452,Standard,Kenwood,Sonoma,707 / 369,"1,141",0.00%
2112,95453,Standard,Lakeport,Lake,369 / 707,"11,978",0.03%
2113,95454,Standard,Laytonville,Mendocino,369 / 707,"2,796",0.01%
2114,95456,Standard,Little River,Mendocino,369 / 707,798,0.00%
2115,95457,Standard,Lower Lake,Lake,707 / 369,"3,231",0.01%
2116,95458,Standard,Lucerne,Lake,707 / 369,"3,394",0.01%
2117,95459,Standard,Manchester,Mendocino,369 / 707,581,0.00%
2118,95460,Standard,Mendocino,Mendocino,369 / 707,"2,364",0.01%
2119,95461,Standard,Middletown,Lake,369 / 707,"2,689",0.01%
2120,95462,Standard,Monte Rio,Sonoma,369 / 707,"1,249",0.00%
2121,95463,Standard,Navarro,Mendocino,369 / 707,218,0.00%
2122,95464,Standard,Nice,Lake,369 / 707,"2,725",0.01%
2123,95465,Standard,Occidental,Sonoma,369 / 707,"1,959",0.00%
2124,95466,Standard,Philo,Mendocino,369 / 707,"1,219",0.00%
2125,95467,Standard,Hidden Valley Lake,Lake,369 / 707,"6,031",0.02%
2126,95468,Standard,Point Arena,Mendocino,369 / 707,"1,398",0.00%
2127,95469,Standard,Potter Valley,Mendocino,369 / 707,"1,855",0.00%
2128,95470,Standard,Redwood Valley,Mendocino,369 / 707,"6,041",0.02%
2129,95471 ,P.O. Box,Rio Nido,Sonoma,707 / 369,677,0.00%
2130,95472,Standard,Sebastopol,Sonoma,369 / 707,"28,430",0.07%
2131,95473 ,P.O. Box,Sebastopol,Sonoma,369 / 707,0,0.00%
2132,95476,Standard,Sonoma,Sonoma,707 / 369,"34,575",0.09%
2133,95480 ,P.O. Box,Stewarts Point,Sonoma,369 / 707,64,0.00%
2134,95481 ,P.O. Box,Talmage,Mendocino,707 / 369,0,0.00%
2135,95482,Standard,Ukiah,Mendocino,707 / 369,"33,276",0.08%
2136,95485,Standard,Upper Lake,Lake,369 / 707,"2,671",0.01%
2137,95486 ,P.O. Box,Villa Grande,Sonoma,369 / 707,71,0.00%
2138,95487 ,P.O. Box,Vineburg,Sonoma,707 / 369,0,0.00%
2139,95488,Standard,Westport,Mendocino,369 / 707,240,0.00%
2140,95490,Standard,Willits,Mendocino,369 / 707,"14,227",0.04%
2141,95492,Standard,Windsor,Sonoma,369 / 707,"27,819",0.07%
2142,95493,Standard,Witter Springs,Lake,369 / 707,218,0.00%
2143,95494,Standard,Yorkville,Mendocino,369 / 707,291,0.00%
2144,95497 ,P.O. Box,The Sea Ranch,Sonoma,369 / 707,"1,159",0.00%
2145,95501,Standard,Eureka,Humboldt,369 / 707,"23,323",0.06%
2146,95502 ,P.O. Box,Eureka,Humboldt,369 / 707,0,0.00%
2147,95503,Standard,Eureka,Humboldt,369 / 707,"24,488",0.06%
2148,95511,Standard,Alderpoint,Humboldt,369 / 707,268,0.00%
2149,95514,Standard,Blocksburg,Humboldt,707 / 369,228,0.00%
2150,95518 ,P.O. Box,Arcata,Humboldt,369 / 707,0,0.00%
2151,95519,Standard,Mckinleyville,Humboldt,369 / 707,"18,421",0.05%
