ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FHSZ_mean,FHSZ_majority
"96039","96039",860Z200US96039,B5,G6350,S,"684171615","3516545","+41.6689277","-123.3764165",3.000000,3.000000
"95965","95965",860Z200US95965,B5,G6350,S,"806577111","59510601","+39.5939448","-121.5813626",2.205128,3.000000
"93463","93463",860Z200US93463,B5,G6350,S,"87798123","429947","+34.6064223","-120.1354308",1.590909,1.000000
"92835","92835",860Z200US92835,B5,G6350,S,"14818034","32825","+33.9005730","-117.9146673",3.000000,3.000000
"93254","93254",860Z200US93254,B5,G6350,S,"520380968","4755822","+34.9462184","-119.8028365",2.151515,3.000000
"93252","93252",860Z200US93252,B5,G6350,S,"1156539478","15766614","+34.8028829","-119.3592674",2.364286,3.000000
"95930","95930",860Z200US95930,B5,G6350,S,"19446127","189532","+39.5487154","-121.1598784",3.000000,3.000000
"93703","93703",860Z200US93703,B5,G6350,S,"12330831","0","+36.7688556","-119.7624110",0.000000,0.000000
"95364","95364",860Z200US95364,B5,G6350,S,"510421491","8152131","+38.2247004","-119.7599789",2.166667,2.000000
"92377","92377",860Z200US92377,B5,G6350,S,"18635607","0","+34.1523635","-117.4040683",2.111111,3.000000
"95326","95326",860Z200US95326,B5,G6350,S,"68637306","822400","+37.5890984","-120.8554355",0.000000,0.000000
"92120","92120",860Z200US92120,B5,G6350,S,"19892453","2147","+32.7939936","-117.0737962",3.000000,3.000000
"95379","95379",860Z200US95379,B5,G6350,S,"67042399","312197","+37.9663858","-120.2126481",2.333333,2.000000
"95323","95323",860Z200US95323,B5,G6350,S,"81094421","1159674","+37.6045359","-120.6836897",0.000000,0.000000
"93238","93238",860Z200US93238,B5,G6350,S,"283904103","18065273","+35.8507724","-118.4977096",2.896552,3.000000
"93704","93704",860Z200US93704,B5,G6350,S,"13975540","36443","+36.8003098","-119.8009064",0.000000,0.000000
"95207","95207",860Z200US95207,B5,G6350,S,"18766717","470555","+38.0021250","-121.3249787",0.000000,0.000000
"93313","93313",860Z200US93313,B5,G6350,S,"260452907","183787","+35.1654492","-119.0435141",1.000000,1.000000
"95387","95387",860Z200US95387,B5,G6350,S,"55741515","0","+37.5543749","-121.2446513",1.631579,1.000000
"93434","93434",860Z200US93434,B5,G6350,S,"59066121","1465930","+34.9402685","-120.6200700",2.027027,3.000000
"93711","93711",860Z200US93711,B5,G6350,S,"29049303","1001837","+36.8365513","-119.8338493",0.000000,0.000000
"95641","95641",860Z200US95641,B5,G6350,S,"108737211","7179440","+38.1555709","-121.6048157",0.000000,0.000000
"94505","94505",860Z200US94505,B5,G6350,S,"43179650","15006170","+37.8712683","-121.5969840",0.000000,0.000000
"93606","93606",860Z200US93606,B5,G6350,S,"1792524","0","+36.7987146","-120.0162735",0.000000,0.000000
"92101","92101",860Z200US92101,B5,G6350,S,"13950468","14646757","+32.7178067","-117.1720862",3.000000,3.000000
"93283","93283",860Z200US93283,B5,G6350,S,"676274740","2532610","+35.5920994","-118.2976983",2.089888,3.000000
"93710","93710",860Z200US93710,B5,G6350,S,"15986867","40144","+36.8241049","-119.7627096",0.000000,0.000000
"92404","92404",860Z200US92404,B5,G6350,S,"81804862","0","+34.1786334","-117.2389262",3.000000,3.000000
"95376","95376",860Z200US95376,B5,G6350,S,"19726920","0","+37.7368187","-121.4339976",0.000000,0.000000
"93664","93664",860Z200US93664,B5,G6350,S,"487237059","8876046","+37.0498214","-119.1907259",2.636364,3.000000
"93675","93675",860Z200US93675,B5,G6350,S,"257178857","161455","+36.7247235","-119.1927785",1.903226,2.000000
"93554","93554",860Z200US93554,B5,G6350,S,"349828757","135465","+35.3692181","-117.7591260",0.000000,0.000000
"93255","93255",860Z200US93255,B5,G6350,S,"616305033","120128","+35.6773299","-118.1014170",1.909091,2.000000
"93605","93605",860Z200US93605,B5,G6350,S,"38482316","0","+37.1762192","-119.2495234",3.000000,3.000000
"93667","93667",860Z200US93667,B5,G6350,S,"304965972","2269233","+36.9656631","-119.3168354",2.795918,3.000000
"93064","93064",860Z200US93064,B5,G6350,S,"17131449","0","+34.2452721","-118.6998492",3.000000,3.000000
"92121","92121",860Z200US92121,B5,G6350,S,"32475652","61317","+32.8971234","-117.2016472",3.000000,3.000000
"92123","92123",860Z200US92123,B5,G6350,S,"22303299","0","+32.8096148","-117.1342012",3.000000,3.000000
"96126","96126",860Z200US96126,B5,G6350,S,"74397281","60186","+39.5497256","-120.4035792",2.642857,3.000000
"95615","95615",860Z200US95615,B5,G6350,S,"54793375","1401524","+38.3107553","-121.5418167",0.000000,0.000000
"95680","95680",860Z200US95680,B5,G6350,S,"6031415","0","+38.2414116","-121.5783198",0.000000,0.000000
"92320","92320",860Z200US92320,B5,G6350,S,"36140313","0","+33.9873802","-117.0502845",2.583333,3.000000
"95573","95573",860Z200US95573,B5,G6350,S,"310762053","1808724","+40.9149256","-123.6687235",2.891304,3.000000
"93623","93623",860Z200US93623,B5,G6350,S,"48520770","32596","+37.4765962","-119.6744327",3.000000,3.000000
"90064","90064",860Z200US90064,B5,G6350,S,"9646305","3034","+34.0353095","-118.4264862",0.000000,0.000000
"91411","91411",860Z200US91411,B5,G6350,S,"5054787","0","+34.1785171","-118.4596299",0.000000,0.000000
"93656","93656",860Z200US93656,B5,G6350,S,"293243098","15365","+36.4509441","-119.9368187",0.000000,0.000000
"95955","95955",860Z200US95955,B5,G6350,S,"339115368","134332","+39.2945158","-122.2017152",1.800000,1.000000
"94515","94515",860Z200US94515,B5,G6350,S,"301468053","406236","+38.6357177","-122.6150850",1.632653,1.000000
"91335","91335",860Z200US91335,B5,G6350,S,"17006684","80913","+34.2001746","-118.5409577",0.000000,0.000000
"95321","95321",860Z200US95321,B5,G6350,S,"1163150893","18995403","+37.9316913","-119.8361513",2.847826,3.000000
"95254","95254",860Z200US95254,B5,G6350,S,"12629793","6972905","+38.1998379","-120.9642416",1.500000,1.000000
"95975","95975",860Z200US95975,B5,G6350,S,"24445663","0","+39.2243254","-121.1536959",2.500000,2.000000
"95236","95236",860Z200US95236,B5,G6350,S,"330277595","2060831","+38.0442710","-121.0392543",1.250000,1.000000
"95245","95245",860Z200US95245,B5,G6350,S,"180806349","221375","+38.3027468","-120.6094652",2.400000,3.000000
"96129","96129",860Z200US96129,B5,G6350,S,"300440000","41747","+39.8351218","-120.3600494",2.468085,3.000000
"94586","94586",860Z200US94586,B5,G6350,S,"144330278","2825268","+37.5671254","-121.8522460",1.687500,1.000000
"95816","95816",860Z200US95816,B5,G6350,S,"7066882","182673","+38.5754073","-121.4648034",0.000000,0.000000
"96029","96029",860Z200US96029,B5,G6350,S,"63141302","132179","+39.9392965","-122.4891914",2.750000,3.000000
"95979","95979",860Z200US95979,B5,G6350,S,"606594317","7045352","+39.2903018","-122.4755189",2.444444,3.000000
"93513","93513",860Z200US93513,B5,G6350,S,"1027602246","3966284","+37.0361398","-118.3356711",1.771429,2.000000
"93036","93036",860Z200US93036,B5,G6350,S,"46099393","2565478","+34.2481409","-119.1534542",3.000000,3.000000
"93060","93060",860Z200US93060,B5,G6350,S,"239435430","1832925","+34.3720307","-119.0966947",1.785714,1.000000
"90706","90706",860Z200US90706,B5,G6350,S,"15812530","129197","+33.8878214","-118.1272504",0.000000,0.000000
"96110","96110",860Z200US96110,B5,G6350,S,"305476121","467006","+41.2419175","-120.1246288",2.074074,2.000000
"95983","95983",860Z200US95983,B5,G6350,S,"221001665","0","+40.0582609","-120.7389324",2.947368,3.000000
"90270","90270",860Z200US90270,B5,G6350,S,"3080014","0","+33.9885572","-118.1876880",0.000000,0.000000
"90402","90402",860Z200US90402,B5,G6350,S,"5289316","326896","+34.0346660","-118.5040391",3.000000,3.000000
"96050","96050",860Z200US96050,B5,G6350,S,"669933796","2062823","+41.8534715","-122.9510152",2.931818,3.000000
"95350","95350",860Z200US95350,B5,G6350,S,"22884221","0","+37.6717296","-121.0072847",0.000000,0.000000
"95526","95526",860Z200US95526,B5,G6350,S,"326763083","450501","+40.4615284","-123.6764866",2.363636,2.000000
"90504","90504",860Z200US90504,B5,G6350,S,"11422484","44704","+33.8672804","-118.3316422",0.000000,0.000000
"90210","90210",860Z200US90210,B5,G6350,S,"27838093","139467","+34.1005166","-118.4146299",3.000000,3.000000
"92328","92328",860Z200US92328,B5,G6350,S,"4593487471","5735576","+36.3717851","-116.9797639",0.000000,0.000000
"92384","92384",860Z200US92384,B5,G6350,S,"600532645","618","+36.0433376","-116.1191681",0.000000,0.000000
"93527","93527",860Z200US93527,B5,G6350,S,"907059314","682150","+35.9229319","-118.0789360",2.029851,3.000000
"91784","91784",860Z200US91784,B5,G6350,S,"23673022","504270","+34.1411459","-117.6555828",3.000000,3.000000
"93022","93022",860Z200US93022,B5,G6350,S,"8130252","0","+34.4032764","-119.2983551",2.153846,2.000000
"95341","95341",860Z200US95341,B5,G6350,S,"380275294","3663504","+37.2310450","-120.5010724",0.000000,0.000000
"95960","95960",860Z200US95960,B5,G6350,S,"107746051","353395","+39.4414426","-121.0166256",3.000000,3.000000
"96090","96090",860Z200US96090,B5,G6350,S,"7920842","407251","+40.0073509","-122.1193386",0.000000,0.000000
"95333","95333",860Z200US95333,B5,G6350,S,"316819096","0","+37.2446736","-120.2427411",1.400000,1.000000
"90631","90631",860Z200US90631,B5,G6350,S,"36206738","8409","+33.9427081","-117.9524832",2.769231,3.000000
"93622","93622",860Z200US93622,B5,G6350,S,"1179346795","5613930","+36.7856176","-120.6253823",2.055556,2.000000
"93274","93274",860Z200US93274,B5,G6350,S,"567831665","1457938","+36.1779345","-119.3799754",0.000000,0.000000
"93460","93460",860Z200US93460,B5,G6350,S,"569974655","126912","+34.6733168","-119.7436158",2.294118,3.000000
"95969","95969",860Z200US95969,B5,G6350,S,"131309459","827762","+39.7207419","-121.6386630",2.555556,3.000000
"93737","93737",860Z200US93737,B5,G6350,S,"25284451","0","+36.7536136","-119.6455810",0.000000,0.000000
"93635","93635",860Z200US93635,B5,G6350,S,"1012000337","16976005","+37.0201870","-120.8817002",1.666667,2.000000
"92115","92115",860Z200US92115,B5,G6350,S,"15978799","0","+32.7615490","-117.0719048",3.000000,3.000000
"95319","95319",860Z200US95319,B5,G6350,S,"6540013","162336","+37.6290045","-120.8851310",0.000000,0.000000
"95958","95958",860Z200US95958,B5,G6350,S,"17227836","0","+39.5642039","-121.7979375",0.000000,0.000000
"93266","93266",860Z200US93266,B5,G6350,S,"153617338","0","+36.1717293","-119.8563037",0.000000,0.000000
"95383","95383",860Z200US95383,B5,G6350,S,"171514547","625530","+38.0929947","-120.2328071",2.809524,3.000000
"91737","91737",860Z200US91737,B5,G6350,S,"26133233","0","+34.1552382","-117.5780972",2.600000,3.000000
"95335","95335",860Z200US95335,B5,G6350,S,"106357825","154692","+38.1248866","-120.0931460",3.000000,3.000000
"93030","93030",860Z200US93030,B5,G6350,S,"36552014","0","+34.2050972","-119.1753202",0.000000,0.000000
"95307","95307",860Z200US95307,B5,G6350,S,"85014475","0","+37.5558092","-120.9538524",0.000000,0.000000
"91945","91945",860Z200US91945,B5,G6350,S,"10237991","0","+32.7331472","-117.0340676",3.000000,3.000000
"95210","95210",860Z200US95210,B5,G6350,S,"19694712","208110","+38.0317856","-121.2978857",0.000000,0.000000
"95974","95974",860Z200US95974,B5,G6350,S,"1079534","0","+39.4972966","-121.7556978",0.000000,0.000000
"93741","93741",860Z200US93741,B5,G6350,S,"296849","0","+36.7674305","-119.7960355",0.000000,0.000000
"93219","93219",860Z200US93219,B5,G6350,S,"266575588","266703","+35.8882375","-119.2949573",0.000000,0.000000
"92410","92410",860Z200US92410,B5,G6350,S,"21329793","59472","+34.1115753","-117.2636914",0.000000,0.000000
"95832","95832",860Z200US95832,B5,G6350,S,"21541683","1439050","+38.4474133","-121.4961382",0.000000,0.000000
"93222","93222",860Z200US93222,B5,G6350,S,"281039737","17200","+34.8862449","-119.2204359",2.711111,3.000000
"95831","95831",860Z200US95831,B5,G6350,S,"18117261","1385071","+38.4957873","-121.5302555",0.000000,0.000000
"95968","95968",860Z200US95968,B5,G6350,S,"4657660","0","+39.4351775","-121.5517794",1.500000,1.000000
"95305","95305",860Z200US95305,B5,G6350,S,"150894738","5814410","+37.8159268","-120.3610921",2.703704,3.000000
"95632","95632",860Z200US95632,B5,G6350,S,"293343192","1639331","+38.2744509","-121.2592009",1.000000,1.000000
"95686","95686",860Z200US95686,B5,G6350,S,"83899326","3536488","+38.1577939","-121.5202225",0.000000,0.000000
"95258","95258",860Z200US95258,B5,G6350,S,"8337128","377326","+38.1720647","-121.3089147",0.000000,0.000000
"92136","92136",860Z200US92136,B5,G6350,S,"2466539","754643","+32.6830131","-117.1229782",0.000000,0.000000
"92405","92405",860Z200US92405,B5,G6350,S,"12976890","0","+34.1457811","-117.3022171",3.000000,3.000000
"90260","90260",860Z200US90260,B5,G6350,S,"6398470","39070","+33.8885344","-118.3495638",0.000000,0.000000
"90401","90401",860Z200US90401,B5,G6350,S,"1954199","0","+34.0160989","-118.4924539",0.000000,0.000000
"96014","96014",860Z200US96014,B5,G6350,S,"400738579","1444059","+41.3881347","-122.7808581",2.238095,3.000000
"95358","95358",860Z200US95358,B5,G6350,S,"301147625","7108458","+37.6116343","-121.1078579",0.000000,0.000000
"90250","90250",860Z200US90250,B5,G6350,S,"17529205","15608","+33.9136508","-118.3509460",0.000000,0.000000
"95206","95206",860Z200US95206,B5,G6350,S,"345090125","7198181","+37.9084709","-121.3953057",0.000000,0.000000
"96031","96031",860Z200US96031,B5,G6350,S,"815664733","1770717","+41.1756244","-123.1981763",3.000000,3.000000
"95521","95521",860Z200US95521,B5,G6350,S,"156342600","28879796","+40.8433563","-124.0453337",1.416667,1.000000
"95451","95451",860Z200US95451,B5,G6350,S,"240510691","25355683","+38.9221361","-122.7895645",1.703704,1.000000
"95928","95928",860Z200US95928,B5,G6350,S,"376520513","5978958","+39.6814875","-121.8372104",2.285714,2.000000
"93220","93220",860Z200US93220,B5,G6350,S,"71072360","1428","+35.3787350","-118.7818450",1.400000,1.000000
"95317","95317",860Z200US95317,B5,G6350,S,"119625459","241297","+37.1273801","-120.5064331",0.000000,0.000000
"95467","95467",860Z200US95467,B5,G6350,S,"19051728","374389","+38.8129545","-122.5480991",1.833333,2.000000
"93004","93004",860Z200US93004,B5,G6350,S,"18205301","687794","+34.2781910","-119.1645582",2.000000,1.000000
"96086","96086",860Z200US96086,B5,G6350,S,"526121262","2009315","+41.9242120","-123.2608091",3.000000,3.000000
"93720","93720",860Z200US93720,B5,G6350,S,"27042452","243250","+36.8622090","-119.7607933",0.000000,0.000000
"95818","95818",860Z200US95818,B5,G6350,S,"9995674","423471","+38.5544871","-121.4970584",0.000000,0.000000
"95954","95954",860Z200US95954,B5,G6350,S,"328490412","3646689","+39.8541890","-121.5778661",2.947368,3.000000
"92833","92833",860Z200US92833,B5,G6350,S,"19859067","0","+33.8805093","-117.9611323",3.000000,3.000000
"95820","95820",860Z200US95820,B5,G6350,S,"13642312","0","+38.5349099","-121.4442024",0.000000,0.000000
"95978","95978",860Z200US95978,B5,G6350,S,"96261","0","+39.9084390","-121.5296158",3.000000,3.000000
"95310","95310",860Z200US95310,B5,G6350,S,"115847499","2670057","+38.0858386","-120.3785504",3.000000,3.000000
"95914","95914",860Z200US95914,B5,G6350,S,"56692520","0","+39.4075858","-121.3787717",2.500000,2.000000
"95822","95822",860Z200US95822,B5,G6350,S,"21749564","251925","+38.5128441","-121.4942151",0.000000,0.000000
"93311","93311",860Z200US93311,B5,G6350,S,"551444704","2255271","+35.1537293","-119.1683616",2.250000,3.000000
"95346","95346",860Z200US95346,B5,G6350,S,"13231008","7463","+38.0704750","-120.1733531",3.000000,3.000000
"92407","92407",860Z200US92407,B5,G6350,S,"211508107","462781","+34.2251623","-117.3884871",2.465116,3.000000
"93207","93207",860Z200US93207,B5,G6350,S,"135692710","1961","+35.8952939","-118.5956271",2.600000,3.000000
"93267","93267",860Z200US93267,B5,G6350,S,"159872975","33920","+36.1436233","-119.0738770",1.333333,1.000000
"92316","92316",860Z200US92316,B5,G6350,S,"29806771","232643","+34.0570660","-117.3911786",1.500000,1.000000
"91902","91902",860Z200US91902,B5,G6350,S,"29051737","3030217","+32.6732170","-117.0061014",2.375000,3.000000
"95209","95209",860Z200US95209,B5,G6350,S,"21336259","412635","+38.0468630","-121.3528022",0.000000,0.000000
"92139","92139",860Z200US92139,B5,G6350,S,"9266342","0","+32.6800314","-117.0488864",3.000000,3.000000
"95219","95219",860Z200US95219,B5,G6350,S,"302667360","60214415","+38.0374279","-121.5124976",0.000000,0.000000
"95901","95901",860Z200US95901,B5,G6350,S,"518511895","4184131","+39.2239387","-121.4940499",1.500000,1.000000
"93249","93249",860Z200US93249,B5,G6350,S,"526401134","1369104","+35.6216970","-119.8877470",1.333333,1.000000
"93630","93630",860Z200US93630,B5,G6350,S,"420148538","3511645","+36.7165742","-120.1269547",0.000000,0.000000
"95391","95391",860Z200US95391,B5,G6350,S,"69552734","1293001","+37.7807898","-121.5980477",1.333333,1.000000
"95220","95220",860Z200US95220,B5,G6350,S,"150371281","1746517","+38.2002315","-121.2350309",1.000000,1.000000
"95237","95237",860Z200US95237,B5,G6350,S,"19204252","24339","+38.1539541","-121.1465613",0.000000,0.000000
"93650","93650",860Z200US93650,B5,G6350,S,"1618535","0","+36.8401974","-119.8001206",0.000000,0.000000
"93042","93042",860Z200US93042,B5,G6350,S,"71346631","12163574","+33.2556547","-119.5035884",3.000000,3.000000
"95253","95253",860Z200US95253,B5,G6350,S,"4359780","0","+38.1471686","-121.1952844",0.000000,0.000000
"93730","93730",860Z200US93730,B5,G6350,S,"20380035","757727","+36.9060265","-119.7511410",1.000000,1.000000
"95377","95377",860Z200US95377,B5,G6350,S,"284798424","73603","+37.6740035","-121.5168567",1.461538,1.000000
"93634","93634",860Z200US93634,B5,G6350,S,"3010278767","57052986","+37.2236095","-119.0009358",1.928571,1.000000
"95838","95838",860Z200US95838,B5,G6350,S,"23841054","48714","+38.6457235","-121.4452544",0.000000,0.000000
"93531","93531",860Z200US93531,B5,G6350,S,"50486942","18908","+35.2317801","-118.6130668",2.333333,2.000000
"93581","93581",860Z200US93581,B5,G6350,S,"6724488","17793","+35.1129063","-118.5709793",1.500000,1.000000
"92373","92373",860Z200US92373,B5,G6350,S,"103276296","514517","+34.0119465","-117.1597020",2.250000,3.000000
"92107","92107",860Z200US92107,B5,G6350,S,"7832865","1191976","+32.7390553","-117.2454042",3.000000,3.000000
"93652","93652",860Z200US93652,B5,G6350,S,"5346999","0","+36.5950119","-119.9045766",0.000000,0.000000
"92415","92415",860Z200US92415,B5,G6350,S,"171689","0","+34.1050543","-117.2868479",0.000000,0.000000
"95842","95842",860Z200US95842,B5,G6350,S,"10286755","0","+38.6870376","-121.3488651",0.000000,0.000000
"95843","95843",860Z200US95843,B5,G6350,S,"16878643","0","+38.7153295","-121.3636749",0.000000,0.000000
"95835","95835",860Z200US95835,B5,G6350,S,"22997563","207638","+38.6684910","-121.5256020",0.000000,0.000000
"92117","92117",860Z200US92117,B5,G6350,S,"22540529","0","+32.8248932","-117.1997139",3.000000,3.000000
"92122","92122",860Z200US92122,B5,G6350,S,"13929405","0","+32.8567981","-117.2101561",3.000000,3.000000
"92130","92130",860Z200US92130,B5,G6350,S,"48081161","0","+32.9476156","-117.2058249",1.818182,1.000000
"92371","92371",860Z200US92371,B5,G6350,S,"342112341","0","+34.4383377","-117.5425936",2.650000,3.000000
"93562","93562",860Z200US93562,B5,G6350,S,"231804782","9176805","+35.7012209","-117.3075439",0.000000,0.000000
"95827","95827",860Z200US95827,B5,G6350,S,"23167822","386803","+38.5483596","-121.3274972",0.000000,0.000000
"91759","91759",860Z200US91759,B5,G6350,S,"213754101","2067","+34.2636985","-117.6995737",3.000000,3.000000
"95829","95829",860Z200US95829,B5,G6350,S,"52597913","11789","+38.4895460","-121.3234520",0.000000,0.000000
"92397","92397",860Z200US92397,B5,G6350,S,"123269444","62257","+34.3540894","-117.7537180",2.875000,3.000000
"92395","92395",860Z200US92395,B5,G6350,S,"43748025","923956","+34.5048281","-117.2989850",0.000000,0.000000
"94571","94571",860Z200US94571,B5,G6350,S,"282561821","34700517","+38.1520707","-121.7597729",0.000000,0.000000
"95638","95638",860Z200US95638,B5,G6350,S,"207786584","1523684","+38.3426776","-121.0701320",2.285714,2.000000
"95555","95555",860Z200US95555,B5,G6350,S,"288141621","12439129","+41.3025508","-123.9776369",1.276596,1.000000
"93446","93446",860Z200US93446,B5,G6350,S,"1109390017","9361039","+35.6590681","-120.7175839",1.636364,1.000000
"92145","92145",860Z200US92145,B5,G6350,S,"27562167","11500","+32.8684963","-117.1431718",3.000000,3.000000
"91762","91762",860Z200US91762,B5,G6350,S,"37039177","0","+34.0594090","-117.6692980",0.000000,0.000000
"95355","95355",860Z200US95355,B5,G6350,S,"24206375","81123","+37.6729060","-120.9465940",0.000000,0.000000
"92116","92116",860Z200US92116,B5,G6350,S,"8753688","0","+32.7648411","-117.1231244",3.000000,3.000000
"93021","93021",860Z200US93021,B5,G6350,S,"123779317","628163","+34.3051810","-118.8839285",2.241379,3.000000
"95312","95312",860Z200US95312,B5,G6350,S,"2538604","0","+37.4210709","-120.6529833",0.000000,0.000000
"95368","95368",860Z200US95368,B5,G6350,S,"7927053","74875","+37.7132691","-121.0854039",0.000000,0.000000
"93023","93023",860Z200US93023,B5,G6350,S,"691185297","663222","+34.5090947","-119.2519103",2.514286,3.000000
"96034","96034",860Z200US96034,B5,G6350,S,"290090295","1222722","+41.4440190","-122.6049604",2.192308,3.000000
"92389","92389",860Z200US92389,B5,G6350,S,"115745783","177237","+35.8245722","-116.2747546",0.000000,0.000000
"93210","93210",860Z200US93210,B5,G6350,S,"2008217844","575866","+36.1674637","-120.4385560",2.147368,3.000000
"91730","91730",860Z200US91730,B5,G6350,S,"35558723","3447","+34.1004019","-117.5812819",0.000000,0.000000
"91786","91786",860Z200US91786,B5,G6350,S,"23163019","0","+34.1052502","-117.6620703",3.000000,3.000000
"95435","95435",860Z200US95435,B5,G6350,S,"37019","0","+39.0031495","-122.8747978",0.000000,0.000000
"93001","93001",860Z200US93001,B5,G6350,S,"250125064","19129954","+34.3623765","-119.3512684",2.500000,3.000000
"95370","95370",860Z200US95370,B5,G6350,S,"267016922","5656934","+37.9844012","-120.3480656",2.472222,3.000000
"93725","93725",860Z200US93725,B5,G6350,S,"173530862","307363","+36.6272111","-119.7318880",0.000000,0.000000
"95322","95322",860Z200US95322,B5,G6350,S,"438721494","9250891","+37.1819697","-121.0199688",1.565217,1.000000
"93117","93117",860Z200US93117,B5,G6350,S,"435322677","4965321","+34.4794531","-120.0840941",1.783784,1.000000
"93427","93427",860Z200US93427,B5,G6350,S,"179943856","55316","+34.6429587","-120.2391256",1.653846,1.000000
"93223","93223",860Z200US93223,B5,G6350,S,"8036387","0","+36.3011122","-119.2078750",0.000000,0.000000
"93728","93728",860Z200US93728,B5,G6350,S,"7879187","0","+36.7573019","-119.8182824",0.000000,0.000000
"93309","93309",860Z200US93309,B5,G6350,S,"27069611","398549","+35.3430463","-119.0650400",0.000000,0.000000
"95365","95365",860Z200US95365,B5,G6350,S,"9493361","0","+37.3011826","-120.3314818",0.000000,0.000000
"93458","93458",860Z200US93458,B5,G6350,S,"73599584","835838","+34.9532450","-120.4921190",1.000000,1.000000
"93201","93201",860Z200US93201,B5,G6350,S,"185797390","28350","+35.8568588","-119.5075255",0.000000,0.000000
"93429","93429",860Z200US93429,B5,G6350,S,"17874173","60573","+34.8676617","-120.5399041",2.375000,3.000000
"95382","95382",860Z200US95382,B5,G6350,S,"28348156","69528","+37.5275576","-120.8511059",0.000000,0.000000
"92182","92182",860Z200US92182,B5,G6350,S,"540993","0","+32.7749830","-117.0742275",3.000000,3.000000
"93106","93106",860Z200US93106,B5,G6350,S,"1630558","0","+34.4172586","-119.8513017",0.000000,0.000000
"95385","95385",860Z200US95385,B5,G6350,S,"69529380","1261365","+37.6098210","-121.2484951",0.000000,0.000000
"95212","95212",860Z200US95212,B5,G6350,S,"54861975","354499","+38.0499390","-121.2329698",0.000000,0.000000
"95824","95824",860Z200US95824,B5,G6350,S,"10328499","0","+38.5174351","-121.4414397",0.000000,0.000000
"91977","91977",860Z200US91977,B5,G6350,S,"25686989","1349731","+32.7262367","-116.9943176",3.000000,3.000000
"93243","93243",860Z200US93243,B5,G6350,S,"423222154","2541418","+34.8399838","-118.8149458",1.888889,2.000000
"95242","95242",860Z200US95242,B5,G6350,S,"235351034","4712235","+38.1370681","-121.3845464",0.000000,0.000000
"93723","93723",860Z200US93723,B5,G6350,S,"106372984","117466","+36.7897564","-119.9525593",0.000000,0.000000
"93276","93276",860Z200US93276,B5,G6350,S,"11046482","0","+35.3175973","-119.4093065",0.000000,0.000000
"92324","92324",860Z200US92324,B5,G6350,S,"71953182","1078769","+34.0251856","-117.2888486",2.666667,3.000000
"95231","95231",860Z200US95231,B5,G6350,S,"27879007","181857","+37.8737927","-121.2901459",0.000000,0.000000
"95227","95227",860Z200US95227,B5,G6350,S,"98574862","7720065","+38.2103525","-121.0512555",1.333333,1.000000
"93240","93240",860Z200US93240,B5,G6350,S,"150094373","14637686","+35.6175465","-118.4522853",2.585366,3.000000
"95366","95366",860Z200US95366,B5,G6350,S,"88886859","878986","+37.7627662","-121.1252772",0.000000,0.000000
"93560","93560",860Z200US93560,B5,G6350,S,"434948455","687568","+34.8787816","-118.3183261",1.428571,1.000000
"93611","93611",860Z200US93611,B5,G6350,S,"26694312","95895","+36.8266683","-119.6805725",0.000000,0.000000
"93505","93505",860Z200US93505,B5,G6350,S,"168400215","113165","+35.1089575","-117.9564610",0.000000,0.000000
"93241","93241",860Z200US93241,B5,G6350,S,"13074916","11548","+35.2452601","-118.9052798",0.000000,0.000000
"93203","93203",860Z200US93203,B5,G6350,S,"445544376","175898","+35.1199950","-118.8458994",1.555556,1.000000
"93528","93528",860Z200US93528,B5,G6350,S,"6354495","0","+35.3718756","-117.6418025",0.000000,0.000000
"93536","93536",860Z200US93536,B5,G6350,S,"658777762","2244232","+34.7376703","-118.3874244",1.925926,1.000000
"95834","95834",860Z200US95834,B5,G6350,S,"25806715","652286","+38.6352119","-121.5186075",0.000000,0.000000
"93668","93668",860Z200US93668,B5,G6350,S,"123203469","1148603","+36.6576159","-120.2931009",0.000000,0.000000
"92092","92092",860Z200US92092,B5,G6350,S,"345317","0","+32.8755447","-117.2361440",3.000000,3.000000
"93558","93558",860Z200US93558,B5,G6350,S,"104699505","0","+35.3394535","-117.5851329",0.000000,0.000000
"95670","95670",860Z200US95670,B5,G6350,S,"33455726","887916","+38.6042685","-121.2803275",0.000000,0.000000
"92394","92394",860Z200US92394,B5,G6350,S,"82980086","409480","+34.5634635","-117.3535793",0.000000,0.000000
"92368","92368",860Z200US92368,B5,G6350,S,"128641100","1955542","+34.6643879","-117.3148750",0.000000,0.000000
"95742","95742",860Z200US95742,B5,G6350,S,"130644082","282964","+38.5622013","-121.2047003",1.000000,1.000000
"95683","95683",860Z200US95683,B5,G6350,S,"223673093","870723","+38.5119915","-121.0962605",1.461538,1.000000
"92173","92173",860Z200US92173,B5,G6350,S,"7450579","0","+32.5555802","-117.0511954",3.000000,3.000000
"92345","92345",860Z200US92345,B5,G6350,S,"256034749","3683200","+34.3609721","-117.3130389",2.222222,2.000000
"92308","92308",860Z200US92308,B5,G6350,S,"267381506","1381953","+34.4202222","-117.1561341",2.382979,3.000000
"95690","95690",860Z200US95690,B5,G6350,S,"133628130","4966685","+38.2034041","-121.6262394",0.000000,0.000000
