fid,ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,zip_area,GEOID20_2,FHSZ_avg_rating
377,"95758","95758",860Z200US95758,B5,G6350,S,35285301,752326,"+38.4296670","-121.4452131",36037627.9344568,,0
378,"95429","95429",860Z200US95429,B5,G6350,S,65823128,48557,"+39.7560486","-123.3587013",65871692.1571691,"95429",2.9089510108298
379,"92281","92281",860Z200US92281,B5,G6350,S,34175871,0,"+33.0503434","-115.6126511",34175877.4919393,,0
380,"92124","92124",860Z200US92124,B5,G6350,S,25340001,0,"+32.8282552","-117.0852620",25340004.3191787,"92124",2.28304613845518
381,"95519","95519",860Z200US95519,B5,G6350,S,139255872,923649,"+40.9630053","-124.0525012",140179516.09188,"95519",0.860930896139542
382,"92309","92309",860Z200US92309,B5,G6350,S,928495534,0,"+35.2491956","-116.1562359",928495600.871992,,0
383,"95428","95428",860Z200US95428,B5,G6350,S,711388292,2186755,"+39.8248031","-123.1796086",713575091.183922,"95428",1.91362659745425
384,"92332","92332",860Z200US92332,B5,G6350,S,2437177868,0,"+34.9070906","-115.3644590",2437178128.44322,,0
385,"93451","93451",860Z200US93451,B5,G6350,S,1158302727,455217,"+35.9325407","-120.5608608",1158758071.09201,"93451",2.57388934526649
386,"93428","93428",860Z200US93428,B5,G6350,S,200155798,5071270,"+35.5849995","-121.0414745",205227086.588587,"93428",1.87946950536293
387,"94931","94931",860Z200US94931,B5,G6350,S,20034044,29015,"+38.3251717","-122.7169769",20063064.8615722,"94931",0.495588793430389
388,"94954","94954",860Z200US94954,B5,G6350,S,161048459,1715713,"+38.2350095","-122.5573694",162764179.593012,"94954",1.03376774309618
389,"95452","95452",860Z200US95452,B5,G6350,S,42459903,0,"+38.4295980","-122.5367444",42459901.227554,"95452",2.40454105870013
390,"94970","94970",860Z200US94970,B5,G6350,S,18726039,4092682,"+37.9258817","-122.6598334",22818725.024098,"94970",1.40671553720486
391,"94937","94937",860Z200US94937,B5,G6350,S,145597771,22993464,"+38.1164824","-122.9303530",168591302.793001,"94937",0.175282210758491
392,"94929","94929",860Z200US94929,B5,G6350,S,2447898,0,"+38.2545284","-122.9623709",2447897.06491871,"94929",0.998199025951707
393,"94567","94567",860Z200US94567,B5,G6350,S,188087744,6083646,"+38.6670182","-122.4070119",194171416.513217,"94567",2.47462418371333
394,"94573","94573",860Z200US94573,B5,G6350,S,3979207,10389,"+38.4588640","-122.4288313",3989595.05644437,"94573",0.00213629585580592
395,"91748","91748",860Z200US91748,B5,G6350,S,36715128,205203,"+33.9782935","-117.9023171",36920320.8938927,"91748",1.40614338855984
396,"91750","91750",860Z200US91750,B5,G6350,S,48011637,457129,"+34.1480578","-117.7666350",48468776.8532031,"91750",0.968545508552467
397,"94803","94803",860Z200US94803,B5,G6350,S,33201151,0,"+37.9568399","-122.2823581",33201154.1650212,"94803",1.85430769612752
398,"94565","94565",860Z200US94565,B5,G6350,S,117307735,4916888,"+38.0085950","-121.9283149",122224620.927793,"94565",0.626023108678878
399,"94603","94603",860Z200US94603,B5,G6350,S,6988064,0,"+37.7392664","-122.1755480",6988057.9595239,,0
400,"91768","91768",860Z200US91768,B5,G6350,S,21237997,845,"+34.0643625","-117.7909303",21238844.1461475,"91768",0.201588341865727
401,"94608","94608",860Z200US94608,B5,G6350,S,7126849,2087491,"+37.8368441","-122.2891434",9214339.08410576,,0
402,"94933","94933",860Z200US94933,B5,G6350,S,8316329,0,"+38.0175021","-122.6881480",8316328.31435683,"94933",1.91037399535026
403,"94957","94957",860Z200US94957,B5,G6350,S,3678816,0,"+37.9634213","-122.5618079",3678818.47950504,"94957",0.00726120830785778
404,"94528","94528",860Z200US94528,B5,G6350,S,2988720,0,"+37.8414766","-121.9581536",2988722.96729479,"94528",1.68177898918671
405,"94523","94523",860Z200US94523,B5,G6350,S,18662512,3158,"+37.9541635","-122.0757723",18665674.5024229,"94523",0.0161843688837964
406,"90293","90293",860Z200US90293,B5,G6350,S,7096785,3999384,"+33.9473054","-118.4398414",11096171.1665625,"90293",0.329757692924977
407,"90732","90732",860Z200US90732,B5,G6350,S,9263474,2122046,"+33.7373213","-118.3134334",11385522.6710731,"90732",0.138955969488924
408,"94801","94801",860Z200US94801,B5,G6350,S,29795763,19508998,"+37.9492451","-122.3971976",49304741.1362521,,0
409,"94707","94707",860Z200US94707,B5,G6350,S,4563750,0,"+37.8983602","-122.2790897",4563746.29794065,"94707",1.05648299867111
410,"91210","91210",860Z200US91210,B5,G6350,S,247272,0,"+34.1446528","-118.2580607",247273.308558455,,0
411,"91008","91008",860Z200US91008,B5,G6350,S,4986907,3236,"+34.1531592","-117.9688184",4990146.07462796,"91008",2.57049458564203
412,"91024","91024",860Z200US91024,B5,G6350,S,9051030,10258,"+34.1752764","-118.0460166",9061282.70238366,"91024",1.6391891771875
413,"90660","90660",860Z200US90660,B5,G6350,S,20073709,1134661,"+33.9895238","-118.0892952",21208383.8331712,,0
414,"90670","90670",860Z200US90670,B5,G6350,S,21544757,101085,"+33.9335648","-118.0626113",21645836.7821633,,0
415,"91125","91125",860Z200US91125,B5,G6350,S,458931,0,"+34.1376436","-118.1249524",458931.505144142,,0
416,"95053","95053",860Z200US95053,B5,G6350,S,379943,0,"+37.3484622","-121.9372707",379943.618140046,,0
417,"95037","95037",860Z200US95037,B5,G6350,S,311001105,4849979,"+37.1318204","-121.6812468",315851130.366529,"95037",2.04483123191158
418,"94304","94304",860Z200US94304,B5,G6350,S,12449131,0,"+37.3972529","-122.1669792",12449124.4189224,,0
419,"95139","95139",860Z200US95139,B5,G6350,S,3121351,0,"+37.2248768","-121.7638563",3121349.92762414,"95139",0.170675868319109
420,"94306","94306",860Z200US94306,B5,G6350,S,10581308,0,"+37.4162001","-122.1308577",10581313.7098359,,0
421,"92617","92617",860Z200US92617,B5,G6350,S,5785221,0,"+33.6419726","-117.8410455",5785219.74332199,,0
422,"92603","92603",860Z200US92603,B5,G6350,S,25865592,0,"+33.6292589","-117.7940798",25865587.5901502,"92603",1.71579790169207
423,"92618","92618",860Z200US92618,B5,G6350,S,53592089,0,"+33.6673066","-117.7335801",53592094.7072464,"92618",0.378612794504428
424,"92637","92637",860Z200US92637,B5,G6350,S,7678664,8846,"+33.6082288","-117.7260987",7687512.99874879,"92637",0.356493892045678
425,"94044","94044",860Z200US94044,B5,G6350,S,39076995,23854,"+37.6065981","-122.4772305",39100843.6492118,"94044",0.347652281712982
426,"94030","94030",860Z200US94030,B5,G6350,S,8739453,0,"+37.5997105","-122.4033001",8739449.4650151,"94030",0.0898167075791013
427,"94074","94074",860Z200US94074,B5,G6350,S,59889346,66452,"+37.3317145","-122.3414658",59955805.693336,"94074",2.07119098017947
428,"91387","91387",860Z200US91387,B5,G6350,S,138359135,322323,"+34.4025187","-118.3634627",138681471.288931,"91387",1.05688710953764
429,"93591","93591",860Z200US93591,B5,G6350,S,192498077,278174,"+34.5978614","-117.8155726",192776249.280585,,0
430,"90290","90290",860Z200US90290,B5,G6350,S,48498335,24096,"+34.1077521","-118.6162183",48522426.8469364,"90290",2.99997010737633
431,"90263","90263",860Z200US90263,B5,G6350,S,605685,0,"+34.0392805","-118.7081459",605687.53871331,"90263",2.99999999321975
432,"93544","93544",860Z200US93544,B5,G6350,S,297760176,589749,"+34.4882058","-117.7566102",298349936.204639,"93544",0.995330080267728
433,"90211","90211",860Z200US90211,B5,G6350,S,1813406,0,"+34.0649562","-118.3829813",1813403.09580195,,0
434,"91355","91355",860Z200US91355,B5,G6350,S,34079906,699703,"+34.4018497","-118.5700136",34779616.1837134,"91355",0.963317582210043
435,"91741","91741",860Z200US91741,B5,G6350,S,52756076,359427,"+34.1633629","-117.8341212",53115504.5712943,"91741",0.942121227675184
436,"91608","91608",860Z200US91608,B5,G6350,S,1530474,44555,"+34.1387351","-118.3508573",1575028.67434911,"91608",2.90742829559662
437,"95671","95671",860Z200US95671,B5,G6350,S,3824924,166308,"+38.6944637","-121.1537533",3991233.07628589,,0
438,"95659","95659",860Z200US95659,B5,G6350,S,118952419,1858035,"+38.8587448","-121.5899125",120810456.235392,,0
439,"95439","95439",860Z200US95439,B5,G6350,S,6907053,0,"+38.4905556","-122.7759064",6907048.84225971,,0
440,"95060","95060",860Z200US95060,B5,G6350,S,141277747,162014,"+36.9932001","-122.0984003",141439768.376858,"95060",1.3491674626778
441,"90720","90720",860Z200US90720,B5,G6350,S,15743998,161830,"+33.7950124","-118.0626915",15905825.2883186,,0
442,"90623","90623",860Z200US90623,B5,G6350,S,4698566,60099,"+33.8506159","-118.0395647",4758670.24071336,,0
443,"90620","90620",860Z200US90620,B5,G6350,S,16492873,23818,"+33.8452232","-118.0152918",16516696.7632943,,0
444,"91340","91340",860Z200US91340,B5,G6350,S,8886235,0,"+34.2866697","-118.4348171",8886240.46376222,,0
445,"90680","90680",860Z200US90680,B5,G6350,S,6609687,0,"+33.8011398","-117.9953266",6609687.49424284,,0
446,"95005","95005",860Z200US95005,B5,G6350,S,30590404,0,"+37.0983626","-122.0892953",30590402.4724525,"95005",2.29776778487344
447,"95007","95007",860Z200US95007,B5,G6350,S,4107423,0,"+37.1101249","-122.1143447",4107424.02323349,"95007",2.61087125006853
448,"90089","90089",860Z200US90089,B5,G6350,S,844417,0,"+34.0215432","-118.2855741",844419.534292891,,0
449,"90043","90043",860Z200US90043,B5,G6350,S,10624108,2585,"+33.9885046","-118.3363581",10626695.8899107,"90043",0.0752383871459379
450,"90003","90003",860Z200US90003,B5,G6350,S,9389890,0,"+33.9640773","-118.2736836",9389884.04972813,,0
451,"96059","96059",860Z200US96059,B5,G6350,S,164550742,198788,"+40.4337473","-121.8294212",164749536.998051,"96059",2.68573675858435
452,"95453","95453",860Z200US95453,B5,G6350,S,225437622,1538609,"+39.0459308","-122.9410770",226976240.93862,"95453",1.71988955345236
453,"95912","95912",860Z200US95912,B5,G6350,S,394738985,357565,"+39.0003991","-122.0742344",395096566.074988,"95912",0.724114738193314
454,"95602","95602",860Z200US95602,B5,G6350,S,128661552,1697049,"+38.9914911","-121.1035441",130358610.282839,"95602",1.76314987503146
455,"93721","93721",860Z200US93721,B5,G6350,S,5285943,0,"+36.7328084","-119.7838293",5285946.43944292,,0
456,"95361","95361",860Z200US95361,B5,G6350,S,563095307,9544599,"+37.7921901","-120.7856623",572639966.061886,"95361",0.808323936787507
457,"93244","93244",860Z200US93244,B5,G6350,S,20332757,3128281,"+36.3863400","-118.9897151",23461039.0663168,"93244",1.58916300875308
458,"93065","93065",860Z200US93065,B5,G6350,S,77199396,1515404,"+34.2623877","-118.7722194",78714800.8509264,"93065",2.11400392325611
459,"91307","91307",860Z200US91307,B5,G6350,S,21083059,26188,"+34.2004853","-118.6648523",21109251.0702067,"91307",1.68920427396395
460,"93063","93063",860Z200US93063,B5,G6350,S,93671077,391394,"+34.3080482","-118.6869695",94062491.9107886,"93063",2.43433274913888
461,"92109","92109",860Z200US92109,B5,G6350,S,19707152,11114025,"+32.7867719","-117.2342066",30821183.1918244,"92109",0.0843404830694538
462,"93651","93651",860Z200US93651,B5,G6350,S,42173743,21847,"+37.0023881","-119.5148581",42195594.49624,"93651",1.98626831162117
463,"92374","92374",860Z200US92374,B5,G6350,S,46488341,1963,"+34.0685149","-117.1753218",46490304.8043319,"92374",0.294258265375848
464,"92408","92408",860Z200US92408,B5,G6350,S,27135799,339404,"+34.0836194","-117.2684597",27475202.5126482,,0
465,"95660","95660",860Z200US95660,B5,G6350,S,16458544,0,"+38.6788666","-121.3804999",16458558.9779788,,0
466,"92106","92106",860Z200US92106,B5,G6350,S,14669802,2465516,"+32.7098847","-117.2378575",17135319.0516038,"92106",0.047619713735272
467,"95837","95837",860Z200US95837,B5,G6350,S,37236548,1033060,"+38.6937650","-121.5989406",38269615.6356801,,0
468,"90265","90265",860Z200US90265,B5,G6350,S,287514072,18899707,"+34.0702448","-118.8510422",306413789.383089,"90265",2.51875516922774
469,"92350","92350",860Z200US92350,B5,G6350,S,172867,0,"+34.0529395","-117.2615994",172868.125006043,,0
470,"95630","95630",860Z200US95630,B5,G6350,S,67836720,5665346,"+38.6627810","-121.1401070",73502074.7313075,"95630",0.210521464238856
471,"95610","95610",860Z200US95610,B5,G6350,S,20534076,0,"+38.6949226","-121.2722073",20534081.8743172,,0
472,"92037","92037",860Z200US92037,B5,G6350,S,31199702,5226831,"+32.8546424","-117.2517716",36426533.0465992,"92037",0.861615621348127
473,"92114","92114",860Z200US92114,B5,G6350,S,21466478,0,"+32.7077510","-117.0552967",21466480.7941424,"92114",0.0397877656314858
474,"92358","92358",860Z200US92358,B5,G6350,S,187413585,0,"+34.2462322","-117.5676376",187413611.54405,"92358",0.211133853694621
475,"95328","95328",860Z200US95328,B5,G6350,S,2340990,0,"+37.5580365","-120.9094153",2340985.66937234,,0
476,"95313","95313",860Z200US95313,B5,G6350,S,118459321,938766,"+37.4179585","-121.0510417",119398100.017887,,0
477,"95917","95917",860Z200US95917,B5,G6350,S,209018865,884323,"+39.4358591","-121.7636255",209903194.380743,,0
478,"93726","93726",860Z200US93726,B5,G6350,S,16527469,313423,"+36.7936660","-119.7597151",16840882.8228941,,0
479,"95304","95304",860Z200US95304,B5,G6350,S,397488084,7272820,"+37.6806407","-121.3815610",404760941.057963,"95304",0.72535366978486
480,"91910","91910",860Z200US91910,B5,G6350,S,32599369,4335312,"+32.6370962","-117.0617582",36934665.5140237,,0
481,"93215","93215",860Z200US93215,B5,G6350,S,376772744,1779052,"+35.7794645","-119.1919347",378551809.362328,"93215",0.0256079189706754
482,"93225","93225",860Z200US93225,B5,G6350,S,290198583,114957,"+34.7866072","-119.0298493",290313586.705993,"93225",0.673152718223472
483,"95372","95372",860Z200US95372,B5,G6350,S,6268042,13422,"+37.9912891","-120.2627906",6281464.54986832,"95372",2.33685526409973
484,"95828","95828",860Z200US95828,B5,G6350,S,32123489,0,"+38.4894260","-121.3959687",32123494.6990015,,0
485,"95309","95309",860Z200US95309,B5,G6350,S,47540,0,"+37.8714200","-120.4323870",47539.2129523505,"95309",2.00000000092857
486,"93043","93043",860Z200US93043,B5,G6350,S,1282932,0,"+34.1701614","-119.2029293",1282931.44998865,,0
487,"93285","93285",860Z200US93285,B5,G6350,S,140889906,404261,"+35.7491267","-118.4934009",141294188.319528,"93285",0.651378016556364
488,"93621","93621",860Z200US93621,B5,G6350,S,198000203,1398251,"+36.7466326","-119.1013879",199398478.351163,"93621",0.926545699664036
489,"95608","95608",860Z200US95608,B5,G6350,S,34260411,602793,"+38.6269352","-121.3311908",34863205.7974657,,0
490,"91361","91361",860Z200US91361,B5,G6350,S,74766396,1754605,"+34.1372832","-118.8820443",76521001.080354,"91361",2.76337238426128
491,"92111","92111",860Z200US92111,B5,G6350,S,21959482,0,"+32.8064823","-117.1689655",21959474.3147356,"92111",1.00339015556834
492,"95628","95628",860Z200US95628,B5,G6350,S,33389004,930992,"+38.6520964","-121.2543842",34319981.6667825,,0
493,"92359","92359",860Z200US92359,B5,G6350,S,49715215,1267043,"+34.0852895","-117.0763108",50982260.8275694,"92359",1.5500172450765
494,"95678","95678",860Z200US95678,B5,G6350,S,29590365,0,"+38.7653528","-121.2884731",29590372.8006146,,0
495,"92344","92344",860Z200US92344,B5,G6350,S,97391163,0,"+34.3917722","-117.4065673",97391166.9971226,"92344",1.6409983443025
496,"92307","92307",860Z200US92307,B5,G6350,S,485499165,10103,"+34.5712314","-117.1330923",485509307.569426,"92307",0.0013270852891139
497,"91911","91911",860Z200US91911,B5,G6350,S,32964409,224755,"+32.6073516","-117.0503597",33189148.016338,"91911",0.124215571289416
498,"91932","91932",860Z200US91932,B5,G6350,S,11076347,1499538,"+32.5653537","-117.1145672",12575882.397514,,0
499,"95691","95691",860Z200US95691,B5,G6350,S,101083221,5799854,"+38.6279507","-121.5932868",106883087.960281,,0
500,"92364","92364",860Z200US92364,B5,G6350,S,1359308756,13762,"+35.3595977","-115.4387719",1359322639.89853,,0
501,"95546","95546",860Z200US95546,B5,G6350,S,226556188,3597121,"+41.1859947","-123.7314939",230153323.523764,"95546",1.23772960013824
502,"92251","92251",860Z200US92251,B5,G6350,S,640675238,59701,"+32.8692297","-115.7140392",640735022.516851,,0
503,"92071","92071",860Z200US92071,B5,G6350,S,48818861,495588,"+32.8506855","-116.9953140",49314446.8128905,"92071",1.59230199492375
504,"94111","94111",860Z200US94111,B5,G6350,S,856532,1113,"+37.7983589","-122.3992013",857648.50491918,,0
505,"93453","93453",860Z200US93453,B5,G6350,S,1790674756,4005472,"+35.2413452","-120.2192676",1794680373.23162,"93453",1.50305441913268
506,"95913","95913",860Z200US95913,B5,G6350,S,44956443,0,"+39.6290041","-122.1921512",44956447.8715139,"95913",0.0264268297742796
507,"92280","92280",860Z200US92280,B5,G6350,S,442912136,0,"+34.1293468","-114.9852253",442912193.919354,,0
508,"92327","92327",860Z200US92327,B5,G6350,S,63480183,623274,"+34.8678450","-116.8350512",64103465.7529709,,0
509,"95551","95551",860Z200US95551,B5,G6350,S,109794551,20299160,"+40.6749872","-124.2311460",130093713.71611,"95551",0.472792950010121
510,"93402","93402",860Z200US93402,B5,G6350,S,71865630,7546095,"+35.2952317","-120.8354679",79411742.2855254,"93402",2.14208470737613
511,"95695","95695",860Z200US95695,B5,G6350,S,377134615,154032,"+38.6940377","-121.8529316",377288653.745962,,0
512,"95540","95540",860Z200US95540,B5,G6350,S,88111793,1342981,"+40.5667868","-124.1259758",89454770.2478935,"95540",0.716174580559682
513,"93430","93430",860Z200US93430,B5,G6350,S,185815361,12013165,"+35.4847673","-120.9441728",197828560.060385,"93430",1.39067861968592
514,"95937","95937",860Z200US95937,B5,G6350,S,137799831,0,"+38.8840651","-121.9984849",137799836.426223,"95937",0.499370898583644
515,"95627","95627",860Z200US95627,B5,G6350,S,135506238,804522,"+38.7345127","-122.0253459",136310766.087582,"95627",0.327148841510388
516,"92382","92382",860Z200US92382,B5,G6350,S,52884969,23184,"+34.2062184","-117.1122717",52908149.9046487,"92382",1.01089736463649
517,"93401","93401",860Z200US93401,B5,G6350,S,166207436,50406,"+35.2358708","-120.6159143",166257843.434491,"93401",1.61162381815212
518,"95698","95698",860Z200US95698,B5,G6350,S,99430500,769515,"+38.8163566","-121.9107698",100200057.642322,"95698",0.000158852790341483
519,"95653","95653",860Z200US95653,B5,G6350,S,14225838,21917,"+38.6970750","-121.9784140",14247757.5654438,,0
520,"95606","95606",860Z200US95606,B5,G6350,S,96829493,0,"+38.7564122","-122.1932706",96829493.7922929,"95606",2.33604034391983
521,"93444","93444",860Z200US93444,B5,G6350,S,169379151,2583191,"+35.0359128","-120.5025621",171962351.831943,"93444",1.08920650999827
522,"93921","93921",860Z200US93921,B5,G6350,S,2465653,0,"+36.5536409","-121.9222713",2465653.03271155,"93921",0.916115830774836
523,"92823","92823",860Z200US92823,B5,G6350,S,19311128,36927,"+33.9285350","-117.7960745",19348055.2005925,"92823",2.73925886444493
524,"92259","92259",860Z200US92259,B5,G6350,S,745653489,0,"+32.7347854","-115.9464467",745653503.247027,"92259",0.0151213257225842
525,"94123","94123",860Z200US94123,B5,G6350,S,2778070,788333,"+37.8020446","-122.4339686",3566398.31140613,,0
526,"92004","92004",860Z200US92004,B5,G6350,S,2369535366,39623,"+33.1977050","-116.1674625",2369575130.88007,"92004",0.585740373999256
527,"93953","93953",860Z200US93953,B5,G6350,S,20975348,147280,"+36.5874412","-121.9448163",21122623.3482,"93953",2.49913354598235
528,"96096","96096",860Z200US96096,B5,G6350,S,268335930,411294,"+40.6363106","-121.8763987",268747248.194677,"96096",2.79201390763707
529,"92391","92391",860Z200US92391,B5,G6350,S,5124597,0,"+34.2396894","-117.2366687",5124596.2963996,"92391",2.44667665505271
530,"95694","95694",860Z200US95694,B5,G6350,S,343628378,810344,"+38.5716604","-122.0641679",344438748.137356,"95694",1.31034449818617
531,"93954","93954",860Z200US93954,B5,G6350,S,154562827,88493,"+36.1729751","-120.9026824",154651344.00806,"93954",2.36432738301645
532,"92832","92832",860Z200US92832,B5,G6350,S,7498561,0,"+33.8687719","-117.9290932",7498563.19051919,,0
533,"95460","95460",860Z200US95460,B5,G6350,S,89561638,2921013,"+39.3052450","-123.7486159",92482660.2308364,"95460",1.20915676024805
534,"92315","92315",860Z200US92315,B5,G6350,S,76077820,11577960,"+34.2171300","-116.9416139",87655781.2500157,"92315",0.786943245351782
535,"95463","95463",860Z200US95463,B5,G6350,S,18726292,0,"+39.1895599","-123.5805909",18726296.6196987,"95463",1.73557566310758
536,"95432","95432",860Z200US95432,B5,G6350,S,186525232,633475,"+39.1084924","-123.6454204",187158726.316126,"95432",1.56790445557662
537,"93920","93920",860Z200US93920,B5,G6350,S,410484348,7316794,"+36.0522456","-121.5144050",417801198.03402,"93920",0.790634973524386
538,"93928","93928",860Z200US93928,B5,G6350,S,99451886,99050,"+36.0827387","-121.4707866",99550957.8983632,"93928",0.0384780807583825
539,"92305","92305",860Z200US92305,B5,G6350,S,300215869,80461,"+34.1438202","-116.8683764",300296366.223912,"92305",0.227270368603048
540,"93940","93940",860Z200US93940,B5,G6350,S,91017972,28432213,"+36.5623052","-121.8055065",119450202.599855,"93940",1.38278331188
541,"95425","95425",860Z200US95425,B5,G6350,S,497484120,9783998,"+38.8230526","-123.0638591",507268161.997588,"95425",2.57111223904783
542,"96047","96047",860Z200US96047,B5,G6350,S,643055160,917523,"+40.4792261","-122.6924678",643972785.624883,"96047",2.25007790949303
543,"93445","93445",860Z200US93445,B5,G6350,S,44084686,3236727,"+35.0440754","-120.6207066",47321421.4145647,"93445",1.36261589594923
544,"95537","95537",860Z200US95537,B5,G6350,S,772565,6276618,"+40.7271521","-124.2191769",7049182.09053707,"95537",6.93046846633188e-05
545,"92250","92250",860Z200US92250,B5,G6350,S,912649292,11902,"+32.7773731","-115.1279806",912661312.676486,,0
546,"95482","95482",860Z200US95482,B5,G6350,S,761855867,8436811,"+39.1368043","-123.2610887",770292739.062237,"95482",2.08924425724649
547,"93424","93424",860Z200US93424,B5,G6350,S,52124699,4728646,"+35.1986172","-120.7860676",56853342.6291452,"93424",2.18245914259496
548,"92805","92805",860Z200US92805,B5,G6350,S,16123283,0,"+33.8300530","-117.9056831",16123279.23157,,0
549,"92807","92807",860Z200US92807,B5,G6350,S,28360912,699284,"+33.8487330","-117.7883568",29060193.2671283,"92807",0.94869130784232
550,"94115","94115",860Z200US94115,B5,G6350,S,2943198,0,"+37.7860292","-122.4373655",2943201.77404841,,0
551,"93422","93422",860Z200US93422,B5,G6350,S,178175790,167233,"+35.4653490","-120.6894388",178343029.158124,"93422",1.53067486679105
552,"96008","96008",860Z200US96008,B5,G6350,S,160092236,5289777,"+40.7226411","-122.1097838",165382027.410167,"96008",2.14759550553891
553,"96013","96013",860Z200US96013,B5,G6350,S,397326512,7014935,"+40.9736566","-121.6923992",404341504.575729,"96013",1.88526339152368
554,"93452","93452",860Z200US93452,B5,G6350,S,295662775,17844628,"+35.7464854","-121.2233480",313507440.826467,"93452",2.12284967145389
555,"92011","92011",860Z200US92011,B5,G6350,S,16931044,572639,"+33.1067640","-117.2963265",17503685.7304979,,0
556,"94501","94501",860Z200US94501,B5,G6350,S,20522780,7301969,"+37.7747116","-122.2780971",27824767.3831245,,0
557,"92040","92040",860Z200US92040,B5,G6350,S,174036780,3921749,"+32.9089097","-116.8919717",177958526.075887,"92040",1.87893663420896
558,"92091","92091",860Z200US92091,B5,G6350,S,3341813,0,"+33.0523890","-117.1828166",3341816.01271319,"92091",2.58756676193823
559,"93943","93943",860Z200US93943,B5,G6350,S,525893,45110,"+36.5976485","-121.8733103",571001.908407504,,0
560,"93933","93933",860Z200US93933,B5,G6350,S,27651943,101129,"+36.6769665","-121.7814506",27753064.1077948,,0
561,"92061","92061",860Z200US92061,B5,G6350,S,90161792,0,"+33.3003523","-116.9305236",90161796.8844776,"92061",2.10682135840293
562,"92028","92028",860Z200US92028,B5,G6350,S,302310840,517417,"+33.3864686","-117.2249571",302828279.266042,"92028",2.35141016202558
563,"92036","92036",860Z200US92036,B5,G6350,S,1306152002,3627824,"+33.0324132","-116.2651768",1309779896.02978,"92036",1.39482833234851
564,"91905","91905",860Z200US91905,B5,G6350,S,216462403,77537,"+32.6786479","-116.3074847",216539938.273892,"91905",1.37330336028575
565,"91980","91980",860Z200US91980,B5,G6350,S,9563967,0,"+32.5851909","-116.6325400",9563957.65735488,"91980",2.58391184869412
566,"92694","92694",860Z200US92694,B5,G6350,S,104000772,0,"+33.5150098","-117.5806134",104000786.775919,"92694",2.72653283390919
567,"92530","92530",860Z200US92530,B5,G6350,S,199658011,14320553,"+33.6330560","-117.3704612",213978583.332409,"92530",0.841677848476187
568,"96119","96119",860Z200US96119,B5,G6350,S,345096296,4563963,"+41.0404206","-120.5535549",349660277.561981,"96119",0.98131682518067
569,"96123","96123",860Z200US96123,B5,G6350,S,870829097,5278204,"+40.8457377","-120.3222189",876107390.820965,"96123",0.878030332153336
570,"92561","92561",860Z200US92561,B5,G6350,S,424228196,4439,"+33.6304178","-116.5822901",424232669.26463,"92561",0.481460937514308
571,"92260","92260",860Z200US92260,B5,G6350,S,81219078,390602,"+33.6972305","-116.4062573",81609688.3258477,"92260",0.362581507109217
572,"92211","92211",860Z200US92211,B5,G6350,S,38396201,140409,"+33.7654007","-116.3342046",38536615.8036162,,0
573,"92270","92270",860Z200US92270,B5,G6350,S,66308232,1008457,"+33.7638377","-116.4303875",67316685.6138228,"92270",0.00085100204407804
574,"92210","92210",860Z200US92210,B5,G6350,S,37086533,699457,"+33.6998921","-116.3295504",37785988.8818413,"92210",0.000148550821175556
575,"94503","94503",860Z200US94503,B5,G6350,S,69974094,4160108,"+38.1879346","-122.2236385",74134204.1074765,"94503",0.740360370886003
576,"90068","90068",860Z200US90068,B5,G6350,S,20729770,448801,"+34.1241792","-118.3273508",21178567.0626058,"90068",2.83517624248614
577,"90038","90038",860Z200US90038,B5,G6350,S,4009023,3325,"+34.0880175","-118.3271685",4012351.14695968,,0
578,"90028","90028",860Z200US90028,B5,G6350,S,3912391,0,"+34.0998114","-118.3268365",3912387.98135395,"90028",0.0373350607455069
579,"95419","95419",860Z200US95419,B5,G6350,S,167793,0,"+38.4234685","-122.9581808",167794.529307866,"95419",1.04850726189951
580,"91505","91505",860Z200US91505,B5,G6350,S,13865783,29478,"+34.1758332","-118.3475364",13895256.862457,"91505",0.121146790857915
581,"95405","95405",860Z200US95405,B5,G6350,S,12992032,83256,"+38.4381358","-122.6690575",13075289.153109,"95405",0.00996607796908775
582,"90071","90071",860Z200US90071,B5,G6350,S,349113,0,"+34.0523793","-118.2552091",349115.12619739,,0
583,"94947","94947",860Z200US94947,B5,G6350,S,56812613,513110,"+38.1061995","-122.6249851",57325721.1754255,"94947",1.43654404875754
584,"94519","94519",860Z200US94519,B5,G6350,S,11747865,0,"+37.9888044","-122.0127643",11747860.3728348,,0
585,"94518","94518",860Z200US94518,B5,G6350,S,14350450,0,"+37.9505211","-122.0220781",14350454.2779223,,0
586,"91765","91765",860Z200US91765,B5,G6350,S,48091993,13084,"+33.9851655","-117.8120046",48105078.7334292,"91765",1.39887351496017
587,"94611","94611",860Z200US94611,B5,G6350,S,18906612,5141,"+37.8319168","-122.2157928",18911759.7441597,"94611",1.94005748386789
588,"91724","91724",860Z200US91724,B5,G6350,S,16150100,7357,"+34.0789906","-117.8544111",16157450.5700531,"91724",1.17086086236932
589,"94572","94572",860Z200US94572,B5,G6350,S,23767563,0,"+38.0238582","-122.2327881",23767567.0464763,"94572",1.2344911304397
590,"94613","94613",860Z200US94613,B5,G6350,S,634710,0,"+37.7807203","-122.1830290",634712.118609828,,0
